가다,동대문,따뜻하다,먹다,수제비,오늘,,.
1.3248358e-06,6.3138227e-06,3.8462406e-07,3.066853e-09,5.436791e-06,0.9999347,3.380258e-08,5.189359e-05
6.035958e-07,9.374079e-06,2.1945851e-07,1.1183506e-09,3.1435397e-06,0.9999553,2.145751e-08,3.136657e-05
8.0243234e-07,1.8800689e-05,3.143707e-07,1.0382072e-09,1.5144794e-06,0.99995947,1.8351102e-08,1.9107487e-05
7.076851e-07,3.9384926e-05,5.706194e-07,9.097594e-10,3.345636e-07,0.99995005,1.29221585e-08,8.959669e-06
4.0212177e-07,4.0666677e-05,2.301009e-07,2.6944e-10,1.295911e-07,0.99995434,8.380225e-09,4.296779e-06
4.7631394e-07,6.233213e-05,1.3489232e-07,1.2652017e-10,9.304165e-08,0.99993265,8.952094e-09,4.2583115e-06
7.448192e-07,0.00021676274,3.2005818e-07,2.0098152e-10,1.7761198e-07,0.9997695,1.6691649e-08,1.2402259e-05
1.599922e-06,0.00035028392,9.93025e-07,1.2220746e-09,1.0802904e-06,0.9995772,7.068449e-08,6.87969e-05
1.4193588e-05,0.001822472,9.369309e-06,8.089391e-08,4.145378e-05,0.99656737,8.8956705e-07,0.0015441298
1.8280054e-05,0.0023227786,6.116748e-06,3.1199278e-08,1.2169061e-05,0.99649316,5.11235e-07,0.0011470582
1.162277e-05,0.0030660732,3.9168926e-06,9.23934e-09,2.4286678e-06,0.99595946,2.818517e-07,0.0009562021
1.264038e-05,0.0058133192,3.1901754e-06,5.628223e-09,1.0818011e-06,0.9933616,2.2192025e-07,0.00080788066
1.4640127e-05,0.014787726,4.041908e-06,3.7014782e-09,5.8811463e-07,0.98465043,2.86036e-07,0.00054234616
1.9604187e-05,0.021989437,3.303912e-06,2.6625886e-09,4.1019484e-07,0.97750413,2.5285547e-07,0.00048290682
2.1839518e-05,0.032931093,3.4765494e-06,2.9358083e-09,4.4219476e-07,0.96656847,2.866912e-07,0.00047432142
1.835043e-05,0.031986076,4.0016384e-06,2.8136153e-09,4.085167e-07,0.9675538,2.8371656e-07,0.000437012
2.0249689e-05,0.036651492,4.675715e-06,3.5020233e-09,5.636771e-07,0.962891,3.5267348e-07,0.00043171496
2.0491267e-05,0.038047176,4.7999097e-06,4.4075037e-09,6.28349e-07,0.9615644,4.279014e-07,0.00036211428
1.9762312e-05,0.038524345,6.4459473e-06,6.2820784e-09,9.59855e-07,0.96105415,4.937208e-07,0.00039391304
1.1486801e-05,0.03850909,3.5716328e-06,7.849197e-09,8.870316e-07,0.9611171,3.4495437e-07,0.00035756873
1.2962239e-05,0.03775102,4.7014046e-06,1.2908816e-08,1.613439e-06,0.96181566,4.7542085e-07,0.0004135743
1.0941589e-05,0.028889365,2.21215e-06,1.0529975e-08,1.323144e-06,0.9708482,4.0155558e-07,0.0002475965
1.2479769e-05,0.025406102,1.6872625e-06,1.1570668e-08,1.1170199e-06,0.9744504,2.722743e-07,0.00012789977
7.388998e-06,0.03417677,4.3037682e-07,2.820497e-09,1.7784123e-07,0.9657814,8.534836e-08,3.3879005e-05
2.713796e-06,0.022077698,1.544776e-07,3.3789002e-10,2.0083709e-08,0.97791004,2.013668e-08,9.270076e-06
1.2533067e-06,0.037541643,7.8779365e-08,8.4865094e-11,5.8637357e-09,0.96245426,9.158087e-09,2.7975523e-06
1.6602835e-06,0.09769678,1.085661e-07,9.493286e-11,5.828782e-09,0.9022994,7.152575e-09,2.0090736e-06
1.25173e-06,0.20613357,4.125939e-08,4.0504232e-11,1.8927786e-09,0.7938647,3.3728913e-09,3.7705453e-07
1.0787043e-06,0.49665564,4.0079826e-08,5.2195262e-11,2.0457491e-09,0.5033429,2.372907e-09,2.3572312e-07
4.820572e-07,0.6629413,2.5731435e-08,8.687895e-12,3.4732284e-10,0.3370581,9.510018e-10,4.3023878e-08
1.8728676e-07,0.9068901,5.555244e-09,1.2569922e-12,5.858711e-11,0.093109764,2.4368685e-10,6.402247e-09
7.665272e-08,0.98291,1.23843e-09,1.391143e-13,7.388171e-12,0.017089937,3.6063316e-11,5.594683e-10
1.877326e-08,0.99771583,1.805367e-10,1.249032e-14,5.975806e-13,0.002284185,4.4075793e-12,6.572064e-11
5.0940825e-09,0.9996319,3.1426105e-11,1.015122e-15,6.0148406e-14,0.0003681377,5.7835475e-13,8.249863e-12
2.3257711e-09,0.99992096,8.750226e-12,1.2443974e-16,1.0899312e-14,7.903057e-05,1.3517826e-13,1.5244235e-12
5.38104e-10,0.99998724,1.8256403e-12,1.29668246e-17,5.769957e-16,1.2703109e-05,1.7749487e-14,1.976926e-13
1.301569e-10,0.99999714,2.225132e-13,1.3889762e-18,5.552586e-17,2.8583709e-06,2.9913566e-15,1.6708714e-14
4.1300793e-11,0.99999964,4.5225295e-14,1.6411685e-19,7.382843e-18,3.779514e-07,4.8207636e-16,1.6496894e-15
6.674244e-12,1.0,7.0101095e-15,2.521254e-20,1.013714e-18,5.4246325e-08,7.038318e-17,1.5781247e-16
2.8923975e-12,1.0,4.3932118e-15,8.039927e-21,2.8192375e-19,2.481764e-08,2.4004015e-17,5.708442e-17
1.6015832e-12,1.0,2.0197935e-15,2.6184196e-21,7.791974e-20,1.5036104e-08,8.0757494e-18,2.0416444e-17
8.706179e-13,1.0,1.1056162e-15,8.624032e-22,2.1610226e-20,9.011958e-09,3.519162e-18,8.486298e-18
4.76014e-13,1.0,5.2650684e-16,2.8091635e-22,7.620825e-21,8.632515e-09,1.5144622e-18,3.3634438e-18
2.6484517e-13,1.0,3.3153462e-16,1.1186961e-22,3.3846241e-21,5.6849303e-09,8.394852e-19,1.6664107e-18
9.696632e-14,1.0,1.8264157e-16,2.803285e-23,8.893241e-22,2.6930445e-09,4.3291862e-19,4.583744e-19
1.0002566e-13,1.0,1.6029032e-16,2.802002e-23,7.734396e-22,2.601406e-09,4.2097793e-19,4.265061e-19
9.0148395e-14,1.0,1.5452001e-16,3.1014155e-23,7.0586814e-22,2.3461748e-09,4.4198964e-19,4.4767247e-19
9.5903184e-14,1.0,1.56348e-16,2.7192562e-23,6.648748e-22,2.2141904e-09,4.7897976e-19,4.428521e-19
1.0416032e-13,1.0,1.5339768e-16,2.5106448e-23,6.0306586e-22,2.3791704e-09,5.199494e-19,4.5001474e-19
1.1236368e-13,1.0,1.5371986e-16,2.3924775e-23,5.4541515e-22,2.3227809e-09,5.6174487e-19,4.5003195e-19
1.205707e-13,1.0,1.5521299e-16,2.1828343e-23,5.455816e-22,2.4323599e-09,6.3463463e-19,4.5157103e-19
1.3453687e-13,1.0,1.6350352e-16,2.6250577e-23,6.7048835e-22,3.0865661e-09,7.3282676e-19,5.090667e-19
1.9235236e-13,1.0,2.1410222e-16,4.1081437e-23,1.0566183e-21,5.0498534e-09,1.0831676e-18,7.1177997e-19
3.9379635e-13,1.0,4.0858715e-16,8.72958e-23,2.6967803e-21,1.2651746e-08,2.5403234e-18,1.399527e-18
7.678898e-13,1.0,8.578778e-16,1.7205973e-22,6.270585e-21,3.9402124e-08,5.7599527e-18,3.0743193e-18
3.8914098e-12,0.99999964,4.8242795e-15,9.551904e-22,4.1036062e-20,3.4416908e-07,2.907101e-17,1.7190855e-17
1.2102171e-11,0.999998,2.1877831e-14,3.904493e-21,2.1400265e-19,2.0677799e-06,1.300566e-16,1.0063e-16
4.377782e-11,0.99998915,1.04398064e-13,1.644635e-20,1.1667427e-18,1.0789463e-05,5.2874735e-16,5.0699994e-16
2.0149749e-10,0.99993205,5.9887485e-13,1.0760471e-19,7.7365715e-18,6.797245e-05,3.682899e-15,3.5150912e-15
8.3726076e-10,0.99977404,2.6784076e-12,6.047202e-19,3.9747918e-17,0.00022596335,1.8273567e-14,2.1732956e-14
3.492548e-09,0.9989411,1.4578682e-11,3.538942e-18,2.5285143e-16,0.0010588645,1.1518649e-13,1.4622835e-13
2.0740744e-08,0.9923922,8.4972786e-11,2.4956421e-17,1.961935e-15,0.0076077515,8.6469016e-13,1.5774842e-12
9.247589e-08,0.9558422,4.759365e-10,1.6200536e-16,1.8990284e-14,0.044157628,6.147087e-12,1.3923427e-11
3.8724636e-07,0.7637033,1.6680038e-09,8.48473e-16,1.710496e-13,0.2362963,3.5511934e-11,8.9663e-11
6.119746e-07,0.31364882,3.627043e-09,3.1996053e-15,1.1255106e-12,0.68635046,1.0082636e-10,3.5730507e-10
6.299138e-07,0.076724954,5.401695e-09,7.829576e-15,6.2256224e-12,0.9232744,1.8047047e-10,9.2296737e-10
5.840003e-07,0.018123124,1.0545451e-08,2.3376585e-14,3.582148e-11,0.9818763,2.9748315e-10,1.9246424e-09
5.281352e-07,0.0041990066,2.7254329e-08,1.179165e-13,3.2272082e-10,0.99580044,6.274946e-10,6.2512484e-09
4.5393463e-07,0.0012558718,9.387897e-08,1.1986335e-12,4.45738e-09,0.9987436,2.011035e-09,2.0562497e-08
6.553998e-07,0.00063122006,4.6086578e-07,2.3087907e-11,1.2949194e-07,0.9993674,1.0512946e-08,1.4262653e-07
1.324109e-06,0.000429261,3.2202881e-06,5.815865e-10,5.89979e-06,0.99955875,6.347491e-08,1.5429187e-06
2.817897e-06,0.00038668697,1.804212e-05,1.795736e-08,0.00033369567,0.9992415,4.4059271e-07,1.6880927e-05
1.113329e-05,0.00055402203,0.00026720075,8.771997e-07,0.03725353,0.9616357,4.4966773e-06,0.00027302382
1.5192739e-05,0.00034734744,0.00075530447,4.6053815e-06,0.41836765,0.57956487,9.506711e-06,0.0009354701
2.7327321e-06,2.8996428e-05,0.0003476926,6.884826e-06,0.9855106,0.013710202,3.2122562e-06,0.00038971842
6.945886e-07,6.482016e-06,0.00010394009,4.3021737e-06,0.9975024,0.0021878309,9.671535e-07,0.00019340221
2.1480585e-07,1.8049515e-06,3.6903886e-05,2.951752e-06,0.9993886,0.00047622988,3.4679766e-07,9.2864524e-05
1.6301583e-07,1.4061322e-06,3.3539363e-05,2.898135e-06,0.99951446,0.00036285815,2.8833955e-07,8.439799e-05
1.4553774e-07,1.1821144e-06,2.4806435e-05,3.0043268e-06,0.99957937,0.00030942244,2.185274e-07,8.1892205e-05
1.4005272e-07,1.1766103e-06,2.3855897e-05,3.2715586e-06,0.99955875,0.00031518252,2.0063214e-07,9.7396914e-05
9.9314256e-08,8.5057144e-07,1.637573e-05,3.0264425e-06,0.9995695,0.00032210414,1.513286e-07,8.779952e-05
4.6097757e-08,3.972816e-07,7.255219e-06,1.9101153e-06,0.9996494,0.00028550698,7.732551e-08,5.538739e-05
2.3728989e-08,2.0556998e-07,3.0591673e-06,1.1834181e-06,0.9997099,0.00024878234,3.848019e-08,3.68361e-05
1.6444455e-08,1.5747844e-07,2.023791e-06,9.920695e-07,0.99969614,0.0002699833,2.5128516e-08,3.072157e-05
1.35489335e-08,1.4007897e-07,1.844123e-06,9.969781e-07,0.99969554,0.00027307394,2.0775914e-08,2.8407752e-05
1.3541717e-08,1.5294351e-07,2.056988e-06,1.1480438e-06,0.999632,0.0003331023,2.2569798e-08,3.1592383e-05
1.5474587e-08,1.9947767e-07,2.7554515e-06,1.5349142e-06,0.9995492,0.0004105151,2.9621166e-08,3.5805486e-05
2.1899044e-08,3.227243e-07,4.0554837e-06,2.3983898e-06,0.9993812,0.00056414894,4.515731e-08,4.7829708e-05
2.4805406e-08,4.15247e-07,4.4613257e-06,2.7777428e-06,0.999385,0.00055241963,5.119893e-08,5.4841996e-05
5.199439e-08,9.106848e-07,8.633936e-06,5.0679196e-06,0.9989506,0.0009262262,1.0634669e-07,0.000108462875
1.0243107e-07,1.6127732e-06,1.7865184e-05,8.549375e-06,0.99826247,0.0015065718,2.0582142e-07,0.0002026358
2.0123659e-07,3.0013475e-06,3.0759482e-05,1.1780958e-05,0.99722916,0.0023453857,3.9702755e-07,0.0003793158
3.2246712e-07,4.904862e-06,5.7928453e-05,1.6715516e-05,0.9961118,0.0032116068,7.5035933e-07,0.0005959399
7.2769507e-07,9.8084565e-06,0.00013652627,3.05544e-05,0.9940866,0.0048199235,1.923136e-06,0.0009139693
1.3847206e-06,1.5162237e-05,0.00021854152,4.1409825e-05,0.99168336,0.006559107,3.777164e-06,0.0014771493
1.900037e-06,1.4782713e-05,0.0002734342,3.6611407e-05,0.9910624,0.007040007,4.7964672e-06,0.0015660739
1.744182e-06,1.252878e-05,0.00028716444,3.177455e-05,0.991831,0.006456645,4.6895007e-06,0.0013744415
1.4350596e-06,9.7307575e-06,0.00020261628,1.9481431e-05,0.99451953,0.0042193355,3.3717358e-06,0.0010246406
1.4501952e-06,8.581841e-06,0.00016860511,1.7982624e-05,0.9946138,0.0042700954,3.3250521e-06,0.00091616536
1.5196696e-06,7.1159047e-06,0.0001601542,1.8090195e-05,0.9949144,0.004025138,3.2666533e-06,0.00087029545
1.4769482e-06,6.6276484e-06,0.00013142377,1.49836005e-05,0.99426645,0.0047565387,3.1580394e-06,0.0008194172
1.3235539e-06,6.5604736e-06,0.0001249538,1.4957771e-05,0.9932371,0.0058823163,2.7525475e-06,0.00073009887
1.4501445e-06,7.5799753e-06,0.00011222853,1.7138489e-05,0.99259675,0.006603505,2.4989504e-06,0.0006588656
1.3935993e-06,8.093108e-06,0.00010282267,1.6053827e-05,0.9915283,0.0075589158,2.2557447e-06,0.0007821258
1.2061024e-06,8.173566e-06,0.00010458543,1.7066332e-05,0.988872,0.010107369,2.307827e-06,0.000887261
6.766878e-07,4.76288e-06,7.9686935e-05,1.1967316e-05,0.9912048,0.007990474,1.346273e-06,0.00070618215
5.3426885e-07,4.065641e-06,5.410819e-05,8.917568e-06,0.9925377,0.006914118,9.224147e-07,0.0004796235
5.098124e-07,4.938353e-06,5.108379e-05,9.945749e-06,0.9911951,0.008228136,9.734252e-07,0.000509335
5.502409e-07,4.956278e-06,6.181394e-05,1.0172107e-05,0.9911963,0.008283721,1.1230255e-06,0.00044128092
5.085705e-07,5.589618e-06,5.856034e-05,1.0074975e-05,0.9902621,0.009248761,1.0613702e-06,0.0004134387
4.2213225e-07,4.862224e-06,5.1195348e-05,8.528563e-06,0.99230677,0.0072565586,8.21526e-07,0.00037083754
4.7567482e-07,4.8536417e-06,5.022092e-05,8.259937e-06,0.99420834,0.0053630983,7.686859e-07,0.00036404273
4.4180777e-07,4.1206495e-06,4.7816487e-05,7.1894256e-06,0.99561137,0.003946279,7.2313543e-07,0.00038200073
3.5168665e-07,3.2890791e-06,3.966844e-05,5.772205e-06,0.9967625,0.0028919922,6.606865e-07,0.00029577487
2.8377403e-07,2.3281511e-06,2.9775165e-05,4.2202946e-06,0.99782795,0.0019071122,5.362919e-07,0.00022777882
2.5746434e-07,1.9377753e-06,2.156458e-05,3.600556e-06,0.9982293,0.0015612014,3.9969376e-07,0.00018169443
2.5833728e-07,2.006645e-06,2.301331e-05,4.2770066e-06,0.9984113,0.0013388897,3.50211e-07,0.0002199967
3.151514e-07,2.1754097e-06,3.6675643e-05,5.044347e-06,0.99887174,0.0008766007,4.1173206e-07,0.00020705254
3.150427e-07,2.0278928e-06,4.0976305e-05,5.989546e-06,0.99913496,0.0005998447,4.1610787e-07,0.00021539941
1.9877723e-07,1.1511945e-06,2.2126093e-05,4.068391e-06,0.99947256,0.00032814662,2.2480462e-07,0.00017149052
9.773187e-08,5.5419173e-07,1.0148319e-05,2.0208604e-06,0.9996575,0.00022023643,1.12456085e-07,0.00010931218
3.636069e-08,2.017134e-07,3.2467588e-06,7.771707e-07,0.9998305,0.000110159905,3.6479125e-08,5.4995526e-05
1.22552954e-08,6.363924e-08,1.089965e-06,3.9184516e-07,0.9999355,4.0476592e-05,9.953304e-09,2.2540158e-05
4.2138852e-09,2.3131236e-08,4.01651e-07,1.9500767e-07,0.9999722,1.6708582e-05,3.2866068e-09,1.0458895e-05
1.4804428e-09,8.540999e-09,1.2436679e-07,9.886255e-08,0.9999889,6.753018e-06,9.707037e-10,4.1621365e-06
4.1282863e-10,2.7123028e-09,4.0697564e-08,4.594886e-08,0.99999607,2.53574e-06,2.6496075e-10,1.3856743e-06
1.1979452e-10,8.5793306e-10,1.2679508e-08,2.1494278e-08,0.99999845,9.968171e-07,7.280444e-11,5.0241897e-07
3.3908036e-11,2.6536068e-10,4.231582e-09,1.02119e-08,0.9999994,4.0787864e-07,2.1483733e-11,1.6668943e-07
1.395778e-11,1.2618304e-10,2.1641071e-09,6.2011956e-09,0.99999964,2.2892014e-07,9.759409e-12,7.9419905e-08
8.794034e-12,8.612374e-11,1.5290977e-09,4.7374864e-09,0.99999976,1.6774118e-07,5.611899e-12,5.593604e-08
7.3563005e-12,7.560517e-11,1.2728756e-09,4.290506e-09,0.99999976,1.5248892e-07,4.454407e-12,4.6976364e-08
8.215802e-12,7.5986835e-11,1.2454497e-09,4.5512283e-09,0.99999976,1.6031792e-07,4.537465e-12,4.934475e-08
1.39177446e-11,1.04712614e-10,1.9449575e-09,6.3299956e-09,0.99999964,2.870207e-07,7.6629805e-12,6.691987e-08
2.235762e-11,1.5457287e-10,3.0873297e-09,9.328968e-09,0.9999994,4.857409e-07,1.2635562e-11,8.05657e-08
4.7639163e-11,3.616823e-10,5.353851e-09,1.6212082e-08,0.99999857,1.2366162e-06,2.5823618e-11,1.3411153e-07
8.768792e-11,7.768072e-10,1.3125071e-08,2.8397263e-08,0.99999726,2.5293064e-06,5.581933e-11,2.147611e-07
2.0833181e-10,2.879324e-09,2.9993405e-08,7.168975e-08,0.9999925,7.0306905e-06,1.521963e-10,4.229572e-07
5.3936716e-10,7.108238e-09,9.0048076e-08,1.4680366e-07,0.9999839,1.4829197e-05,3.9176562e-10,9.914745e-07
1.4367769e-09,1.8838849e-08,1.9324013e-07,3.279998e-07,0.99996114,3.676189e-05,1.1167499e-09,1.5112703e-06
3.0881349e-09,4.3718565e-08,4.5091312e-07,7.375975e-07,0.9999378,5.84177e-05,2.0758752e-09,2.5988156e-06
6.5739787e-09,1.1400529e-07,9.2723e-07,1.4008663e-06,0.9998498,0.00014281269,5.8344183e-09,4.9575583e-06
9.141138e-09,1.4527023e-07,1.3876406e-06,1.6949484e-06,0.99977285,0.00021791735,7.611355e-09,6.023619e-06
1.5098857e-08,2.9256378e-07,2.7381075e-06,2.4519532e-06,0.99971884,0.00026675925,1.3737128e-08,8.905774e-06
2.5905383e-08,4.5278372e-07,3.4254676e-06,2.6682303e-06,0.99962986,0.00035223362,2.044623e-08,1.1293856e-05
3.0810984e-08,5.3810766e-07,3.2667294e-06,2.6566097e-06,0.99969125,0.0002895954,2.8636725e-08,1.263396e-05
3.3348314e-08,3.6971053e-07,3.0949138e-06,1.8891982e-06,0.9996438,0.0003379343,2.8429598e-08,1.2849905e-05
3.470577e-08,4.2549718e-07,3.076342e-06,1.3692778e-06,0.9996941,0.00029073408,2.6115917e-08,1.0335422e-05
5.1055856e-08,5.834893e-07,2.5977918e-06,1.1465991e-06,0.9996039,0.0003785918,2.700691e-08,1.32091545e-05
9.168331e-08,5.6685707e-07,4.4132794e-06,1.1432976e-06,0.99951375,0.00046313138,4.871316e-08,1.6843565e-05
1.2544723e-07,9.15712e-07,5.540862e-06,1.0302041e-06,0.9994104,0.00055693026,6.304599e-08,2.4998055e-05
3.5611012e-07,1.8487835e-06,2.0895799e-05,1.9385586e-06,0.9991234,0.0008059714,2.3099274e-07,4.5462428e-05
1.4454224e-06,5.8550054e-06,0.00015574525,4.8054185e-06,0.9975447,0.002195736,1.0404119e-06,9.067463e-05
6.2897846e-07,2.9607104e-06,5.900057e-05,3.2852308e-06,0.99855167,0.0013186998,4.2741354e-07,6.343386e-05
2.593601e-07,1.4215495e-06,2.4987796e-05,1.4930268e-06,0.999308,0.0006247137,2.105968e-07,3.8893075e-05
2.062598e-07,1.1479601e-06,4.8567985e-05,2.0294872e-06,0.999622,0.00029223613,1.6979322e-07,3.3566328e-05
9.3179054e-08,7.3646873e-07,1.6932272e-05,1.0276109e-06,0.9997719,0.00018991632,6.385448e-08,1.9279772e-05
4.8859823e-09,2.6364294e-08,9.793605e-07,3.307084e-07,0.99999106,5.4940633e-06,2.781072e-09,2.1432368e-06
1.9750757e-09,1.1161472e-08,2.6299222e-07,2.2114293e-07,0.9999949,3.4003917e-06,1.0845521e-09,1.1978738e-06
9.415466e-10,5.7486056e-09,1.1616807e-07,1.3293014e-07,0.9999957,3.3065303e-06,6.291294e-10,7.6948476e-07
6.993157e-10,4.4757424e-09,8.452794e-08,1.13420555e-07,0.99999475,4.3934183e-06,4.6409226e-10,5.987521e-07
6.6738554e-10,5.2841314e-09,7.394199e-08,1.3693732e-07,0.99999225,6.848019e-06,3.935086e-10,6.224786e-07
1.3432088e-09,1.2279544e-08,1.257971e-07,2.1271192e-07,0.99997616,2.2151306e-05,7.902645e-10,1.3210425e-06
2.7358762e-09,2.4549053e-08,2.122066e-07,4.0096597e-07,0.9999485,4.854823e-05,1.5865417e-09,2.2782747e-06
5.686243e-09,5.4913723e-08,3.6828766e-07,7.2379714e-07,0.9998723,0.00012277604,3.113357e-09,3.7904692e-06
1.4237322e-08,1.3685198e-07,6.612439e-07,1.2084363e-06,0.9996959,0.0002964355,6.787115e-09,5.692671e-06
1.9447034e-08,2.482154e-07,8.187933e-07,1.691145e-06,0.9994281,0.00056087534,8.915533e-09,8.20073e-06
3.596643e-08,3.9565205e-07,1.3971838e-06,2.0254517e-06,0.99872714,0.0012539633,1.4688667e-08,1.5011131e-05
7.238981e-08,6.870178e-07,2.7224191e-06,2.652991e-06,0.9975025,0.0024620835,3.0226044e-08,2.9249371e-05
1.2468008e-07,1.1639904e-06,3.3248168e-06,2.8448974e-06,0.9958332,0.0041150246,4.7461075e-08,4.4346496e-05
2.3752949e-07,2.1234368e-06,4.626442e-06,3.064893e-06,0.9908634,0.0090512745,9.604677e-08,7.521839e-05
3.795666e-07,3.1381874e-06,5.872721e-06,3.3856998e-06,0.98358166,0.016292073,1.2646099e-07,0.000113459646
7.1760326e-07,4.8247193e-06,9.382802e-06,3.1879536e-06,0.9709201,0.028875398,2.059221e-07,0.00018623228
1.7705345e-06,8.254243e-06,2.0005056e-05,3.2895289e-06,0.929656,0.06990796,4.817709e-07,0.00040223502
4.648686e-06,1.921685e-05,4.124909e-05,4.4050294e-06,0.8562806,0.14279859,1.0798489e-06,0.0008501134
1.0855351e-05,3.8621638e-05,7.397946e-05,4.805466e-06,0.74967605,0.24850091,3.0097283e-06,0.0016919015
2.0700303e-05,7.095479e-05,0.000105213476,5.900818e-06,0.6393003,0.3576266,6.4386313e-06,0.0028639373
3.2110944e-05,9.351009e-05,0.0001531682,7.091746e-06,0.544313,0.45128104,8.700465e-06,0.004111404
3.150525e-05,0.00010095341,0.00019986222,8.126294e-06,0.39921588,0.59550875,1.10977235e-05,0.004923822
2.2955495e-05,0.000109917586,0.00019749292,9.071186e-06,0.35395837,0.6393278,1.180912e-05,0.006362598
2.813742e-05,0.00012544179,0.0003257003,1.2890974e-05,0.3268584,0.6614619,1.90167e-05,0.011168521
2.966371e-05,0.00012018857,0.000321472,1.5988566e-05,0.264454,0.7150779,2.1995249e-05,0.019958781
5.606374e-05,0.00016536613,0.00082843844,2.983751e-05,0.14790046,0.7998583,5.633644e-05,0.0511052
5.5031465e-05,0.00018008622,0.0010901578,4.041495e-05,0.16234288,0.74336463,7.2302326e-05,0.092854515
5.126831e-05,0.00014253656,0.00082265766,3.0747186e-05,0.12408163,0.75616765,7.0766124e-05,0.11863268
6.915693e-05,0.00014454688,0.00074298185,2.6932008e-05,0.071410894,0.78348714,7.84664e-05,0.14403982
0.00011995037,0.00018432821,0.0011630474,4.887044e-05,0.05491808,0.5521773,0.00015387074,0.39123458
0.00011620322,0.0001645297,0.0010906257,3.6841906e-05,0.037198786,0.5620904,0.00013814351,0.39916456
8.7893146e-05,0.00013322142,0.0009065348,2.5336993e-05,0.026438607,0.5797694,0.00011367842,0.3925253
7.385342e-05,0.00012191406,0.00086889946,1.7852257e-05,0.021437919,0.61673784,8.9183086e-05,0.36065254
6.630898e-05,0.00012924508,0.0009247063,1.4803521e-05,0.01921992,0.65350723,7.8476e-05,0.32605928
7.289651e-05,0.00014262619,0.0010439298,1.585142e-05,0.016179781,0.63336,9.2648035e-05,0.34909222
8.522972e-05,0.00014869787,0.0011230423,1.7214044e-05,0.014719252,0.6001117,0.0001097311,0.38368508
0.00010825823,0.00014868892,0.0012216754,1.9879395e-05,0.010651459,0.50196666,0.00014465251,0.4857387
0.00012755336,0.00014986434,0.0012434865,2.1105145e-05,0.0071203657,0.49083295,0.00017467521,0.50033003
9.350282e-05,0.00013420806,0.0011715657,1.5078866e-05,0.007542472,0.6547775,0.00012100556,0.33614466
7.891605e-05,0.00013818375,0.0012347302,1.1949351e-05,0.008821586,0.75313,0.00010092159,0.23648365
7.483971e-05,0.0001335351,0.0011258877,1.0867715e-05,0.007853576,0.7546036,9.4053095e-05,0.2361037
