,.,가다,동대문,따뜻하다,먹다,수제비,오늘
2.5219222e-09,1.7905027e-08,1.4851519e-08,2.4848675e-11,1.5138569e-09,1.0,3.6428586e-11,5.0652975e-09
2.34965e-09,1.4847101e-08,1.3447128e-08,2.416146e-11,1.4902872e-09,1.0,3.766468e-11,5.6060245e-09
1.2236134e-08,5.265731e-08,3.953302e-08,1.6116816e-10,2.4796812e-08,0.99999964,5.9685334e-10,2.441127e-07
9.095139e-09,5.087492e-08,3.2441488e-08,9.953594e-11,1.0092779e-08,1.0,2.5877658e-10,5.9171033e-08
3.476474e-09,2.442165e-08,2.633272e-08,4.2159595e-11,2.129094e-09,1.0,5.534222e-11,5.139768e-09
2.6761673e-09,1.5915557e-08,2.4281519e-08,3.973542e-11,1.7652896e-09,1.0,4.808518e-11,3.9868695e-09
1.7789004e-08,7.501215e-08,5.2237734e-08,3.045382e-10,4.2430518e-08,0.99999917,1.4364151e-09,5.7191033e-07
6.215941e-09,4.242222e-08,4.599139e-08,8.530958e-11,4.0569903e-09,1.0,1.1029567e-10,8.64423e-09
2.171244e-09,1.9632221e-08,1.951678e-08,2.2590135e-11,1.0182746e-09,1.0,2.3526566e-11,1.6251602e-09
1.930198e-09,1.9075367e-08,1.7636314e-08,1.9478929e-11,8.921634e-10,1.0,2.046813e-11,1.4778805e-09
1.816455e-09,1.7797808e-08,1.7312525e-08,1.7914802e-11,8.493199e-10,1.0,1.8452375e-11,1.307665e-09
4.1090273e-09,5.1402605e-08,4.0751633e-08,4.8889014e-11,2.0731041e-09,1.0,4.8125642e-11,2.6446711e-09
3.3635683e-09,4.5802388e-08,3.424792e-08,3.685954e-11,1.5933377e-09,1.0,3.3085073e-11,1.797585e-09
2.5738353e-10,1.5662525e-09,5.126267e-09,1.9379416e-12,1.4646849e-10,1.0,1.926109e-12,1.6318126e-10
8.933539e-09,1.7219018e-07,1.07726216e-07,1.131296e-10,6.7418067e-09,0.99999976,1.1161898e-10,5.0303948e-09
1.0400303e-06,0.975082,4.2324953e-07,2.815477e-08,9.760889e-08,0.02491649,3.932787e-09,6.1168444e-09
3.264711e-05,0.97751963,1.7288751e-07,7.2689126e-08,2.7443633e-07,0.022447202,7.699055e-09,8.563958e-08
6.598253e-07,0.99989223,4.463273e-09,6.504783e-09,9.449649e-09,0.000107042826,3.427994e-10,1.0440827e-09
5.1043838e-08,0.99999595,5.102851e-10,1.4849809e-09,1.3857843e-09,4.1086873e-06,6.58093e-11,4.792923e-11
4.9822027e-09,0.99999976,5.920378e-11,3.572284e-10,2.1810004e-10,2.7792353e-07,1.1450588e-11,2.5984805e-12
9.836605e-09,0.9999995,1.494741e-10,7.276485e-10,5.645647e-10,5.02419e-07,2.673847e-11,7.0315563e-12
2.2223645e-09,0.9999999,3.3401722e-11,2.3841476e-10,1.5566232e-10,1.0053434e-07,7.412272e-12,1.0333203e-12
2.503799e-10,1.0,4.888582e-12,3.7006346e-11,1.459614e-11,2.6149333e-08,1.0485504e-12,6.111065e-14
3.768329e-11,1.0,5.922508e-13,9.317364e-12,2.2939738e-12,2.8676057e-09,1.8075243e-13,4.3412175e-15
4.6505858e-11,1.0,7.7848416e-13,1.1161256e-11,2.8827151e-12,3.6883978e-09,2.2902608e-13,5.909954e-15
5.4441937e-11,1.0,9.541262e-13,1.2946938e-11,3.3445057e-12,4.4712096e-09,2.7090713e-13,7.375848e-15
4.7884287e-11,1.0,8.2026947e-13,1.1653494e-11,2.9476228e-12,3.8246326e-09,2.445734e-13,6.184135e-15
5.5243716e-11,1.0,9.764509e-13,1.3147537e-11,3.4593045e-12,4.412473e-09,2.797157e-13,7.498548e-15
9.355888e-11,1.0,1.9911885e-12,2.1221143e-11,5.7164213e-12,8.684686e-09,5.3111503e-13,1.606106e-14
6.820843e-11,1.0,1.3545487e-12,1.6357662e-11,4.3420025e-12,5.733672e-09,3.7627087e-13,1.0378466e-14
9.894782e-11,1.0,2.8827262e-12,2.3025363e-11,8.237285e-12,1.0544409e-08,6.3056315e-13,2.1331491e-14
6.70423e-11,1.0,1.4262801e-12,1.6243217e-11,4.6631514e-12,5.7975753e-09,3.7767223e-13,1.05523636e-14
6.5817476e-11,1.0,1.636761e-12,1.5835862e-11,5.125741e-12,6.667892e-09,3.948207e-13,1.148073e-14
1.05335636e-10,1.0,3.4354884e-12,2.4835835e-11,9.309139e-12,1.20739e-08,7.089639e-13,2.4140691e-14
5.713299e-10,0.9999999,2.8946392e-11,1.1397755e-10,5.9213606e-11,7.562506e-08,4.5255813e-12,2.6020652e-13
3.7926765e-07,0.9997254,1.0895514e-07,2.540477e-08,8.712381e-08,0.00027399906,2.3465776e-09,1.5839021e-09
6.526245e-11,1.0,2.2820862e-12,1.9732237e-11,5.390122e-12,5.8809717e-09,4.701471e-13,9.8587994e-15
7.067208e-11,1.0,1.698719e-12,1.84427e-11,6.38269e-12,5.2131552e-09,4.102793e-13,1.12762955e-14
4.9510514e-11,1.0,9.726793e-13,1.3057022e-11,3.96407e-12,3.0947895e-09,2.6321753e-13,5.7485687e-15
3.3770948e-12,1.0,3.0168413e-14,7.8900493e-13,1.7356087e-13,2.3153043e-10,1.0632207e-14,1.3069545e-16
2.2612927e-12,1.0,2.3882028e-14,7.481413e-13,1.05912464e-13,1.2588595e-10,8.200151e-15,5.7726037e-17
2.5490777e-12,1.0,2.5757008e-14,7.7065855e-13,1.2925532e-13,1.5297945e-10,9.273363e-15,7.705967e-17
5.2426423e-12,1.0,5.4857547e-14,1.2969967e-12,3.1941916e-13,3.3775235e-10,1.8074958e-14,2.4594274e-16
9.167023e-11,1.0,1.5310744e-12,1.5479031e-11,6.1426237e-12,7.817399e-09,3.8465867e-13,1.5811572e-14
2.6378474e-11,1.0,4.1044677e-13,5.4082676e-12,1.6745246e-12,2.333398e-09,1.10940066e-13,2.6674042e-15
4.4677012e-11,1.0,6.6371084e-13,8.763193e-12,2.9560681e-12,3.5028518e-09,1.7689901e-13,5.3317895e-15
1.5143e-11,1.0,1.717012e-13,3.299368e-12,9.780296e-13,1.0477784e-09,5.315303e-14,1.1202374e-15
1.5532631e-10,1.0,5.1243723e-12,3.5792196e-11,1.8669387e-11,1.3282152e-08,8.768908e-13,3.7513344e-14
5.7267364e-09,0.9999988,3.7694478e-10,4.4870324e-10,6.65468e-10,1.2317965e-06,1.9005878e-11,5.1135094e-12
5.354816e-07,0.99960667,5.31557e-08,1.4500478e-08,8.486937e-08,0.00039259464,9.711862e-10,1.5413782e-09
3.6244774e-06,0.008216744,9.8153025e-05,4.850427e-07,8.211264e-06,0.9916722,1.4896624e-07,3.2714382e-07
4.250935e-09,2.7025962e-08,4.2170115e-08,3.5903783e-11,2.489372e-09,1.0,2.9976365e-11,1.2260266e-09
4.417532e-08,1.5143003e-07,9.92699e-06,8.0976925e-10,4.2183086e-07,0.9999895,1.4638771e-09,2.3282443e-08
5.2537466e-08,2.860416e-07,0.00052888243,2.164439e-09,4.4982508e-07,0.9994704,2.9815441e-09,9.90184e-09
8.827174e-06,3.900277e-05,0.09289163,8.865725e-07,0.0019311338,0.90512234,2.2500953e-06,3.959694e-06
1.8834926e-05,1.7189053e-05,0.00028734247,8.187279e-07,0.40384385,0.59339154,2.3346265e-06,0.002438095
1.0866737e-06,1.924386e-06,4.2452568e-05,4.2858912e-07,0.8726817,0.0055026743,1.0669938e-06,0.12176875
3.74021e-07,7.5468984e-07,1.7828927e-05,3.7985552e-07,0.82154125,0.0006981249,3.8704437e-07,0.17774092
8.590718e-07,1.6089374e-06,3.27473e-05,7.7038504e-07,0.65449554,0.0020100456,1.1352018e-06,0.34345725
1.9131155e-06,3.153385e-06,5.5487675e-05,1.4542769e-06,0.32968247,0.007847495,3.9361644e-06,0.6624041
1.0694956e-06,2.2321367e-06,4.554968e-05,8.799101e-07,0.89360654,0.001707175,1.0699363e-06,0.10463542
2.553209e-07,6.249505e-07,1.4553644e-05,3.5952385e-07,0.95953727,0.00015808089,1.8093328e-07,0.0402887
2.3177181e-08,5.4219818e-08,1.7233497e-06,1.9603775e-08,0.9998012,5.8411474e-06,3.907161e-09,0.00019123321
1.9150686e-08,4.4998473e-08,1.261937e-06,1.9618634e-08,0.9994586,4.2334004e-06,3.3073249e-09,0.0005357262
1.7154532e-08,3.995187e-08,1.086637e-06,2.211762e-08,0.99855226,3.4831792e-06,3.3648349e-09,0.0014431541
1.0066427e-08,2.2552166e-08,6.3466615e-07,1.4735222e-08,0.9988587,1.4323033e-06,1.7896388e-09,0.001139238
7.3970643e-09,1.5900152e-08,4.525648e-07,1.0187924e-08,0.9991579,1.0022824e-06,1.0940053e-09,0.00084054715
1.4000318e-08,2.845299e-08,8.203609e-07,1.14377166e-08,0.9996213,3.2172356e-06,1.7018849e-09,0.00037464104
1.8318094e-08,3.5324142e-08,9.986692e-07,1.31342945e-08,0.9994925,4.6752143e-06,2.2862892e-09,0.0005017969
1.6564405e-08,2.9033753e-08,7.622529e-07,1.3451747e-08,0.9986792,3.3559418e-06,2.031774e-09,0.0013166239
3.088948e-08,5.466575e-08,1.1541885e-06,3.526445e-08,0.99187577,4.8322163e-06,4.794101e-09,0.008118083
1.868209e-08,3.2032833e-08,8.3100434e-07,1.493634e-08,0.99917597,2.7788733e-06,2.105509e-09,0.0008203992
1.0083094e-07,1.6565134e-07,3.6416682e-06,6.981132e-08,0.9930593,3.1963616e-05,2.1677788e-08,0.0069047143
9.610584e-08,1.5333845e-07,3.0974793e-06,6.7965836e-08,0.9895892,2.4922281e-05,1.9870805e-08,0.010382433
4.547754e-08,7.090933e-08,1.707281e-06,1.4031862e-08,0.99971074,1.871445e-05,4.6928736e-09,0.0002687201
6.101475e-08,8.939767e-08,2.1519973e-06,1.3752213e-08,0.99985504,2.8184002e-05,5.040894e-09,0.00011432911
2.5052418e-06,3.3560498e-06,5.2996664e-05,5.854576e-07,0.9378483,0.006126116,1.1250477e-06,0.055965018
4.7653434e-06,2.4173296e-06,3.6038706e-05,1.7490699e-07,0.0067431787,0.9884928,1.3718352e-06,0.004719164
6.869036e-09,7.0415673e-09,5.1588326e-08,6.879217e-11,1.9895863e-08,0.99999976,3.2560468e-10,1.1154231e-07
5.1740443e-08,6.945526e-08,2.949388e-07,3.6808396e-09,1.5895187e-06,0.9991831,5.9182835e-08,0.0008146932
1.2448537e-06,1.548755e-06,5.532702e-06,1.7918978e-07,9.395198e-05,0.9030683,3.519755e-06,0.09682574
9.6339985e-09,2.2153959e-08,4.9984457e-08,9.615893e-10,1.1275015e-07,0.99959403,1.7464693e-08,0.00040574116
4.0739597e-08,6.943111e-08,1.5280811e-07,1.8861472e-09,6.2664463e-07,0.99943775,4.588573e-08,0.00056127325
9.729986e-07,1.3395085e-06,4.949062e-06,1.5149429e-07,8.14731e-05,0.8433919,4.617421e-06,0.15651461
4.3876828e-08,5.7888144e-08,1.6671302e-07,6.2654124e-08,4.32032e-05,0.00058550865,4.4906392e-07,0.9993705
3.2484714e-08,4.4457522e-08,9.279273e-08,4.9743832e-08,1.3725039e-05,0.0005422209,3.9111112e-07,0.9994435
4.479018e-09,6.1258523e-09,1.2737699e-08,2.0764126e-08,6.3311163e-06,1.1096979e-05,4.5713353e-08,0.9999825
9.085211e-09,1.2103838e-08,3.150276e-08,2.6380746e-08,1.6375565e-05,3.428234e-05,8.842636e-08,0.9999492
5.8298038e-09,7.693874e-09,1.7764654e-08,2.0070107e-08,1.013505e-05,1.5569167e-05,5.476043e-08,0.99997413
1.2958808e-08,1.8255516e-08,4.3818687e-08,3.599158e-08,1.3789288e-05,7.628459e-05,1.5515323e-07,0.99990976
2.2366045e-08,2.9908534e-08,8.009268e-08,4.8923642e-08,3.3585202e-05,0.00010260422,2.1030212e-07,0.9998635
8.915587e-09,1.3209272e-08,3.1484248e-08,3.5588315e-08,2.2269189e-05,1.9051879e-05,7.368145e-08,0.9999585
4.6237023e-08,6.4865894e-08,1.3667045e-07,7.632479e-08,2.2403088e-05,0.0005245787,5.183487e-07,0.9994522
9.841389e-08,1.3789793e-07,2.9084615e-07,7.982199e-08,1.8725612e-05,0.006571516,1.1722262e-06,0.99340796
4.2025324e-08,5.591502e-08,1.0082986e-07,2.7986305e-08,9.686751e-06,0.0038981428,4.6453624e-07,0.9960914
5.367693e-07,8.937035e-07,2.6263501e-06,7.5750144e-08,3.4284865e-05,0.94233906,1.8707684e-06,0.057620678
7.6687074e-09,1.2553738e-08,3.5276322e-08,1.0033377e-10,2.505644e-08,0.9999994,7.238141e-10,4.860467e-07
1.5029649e-07,1.9162627e-07,7.9958505e-07,8.231496e-09,6.3849393e-06,0.99918514,1.2299772e-07,0.0008071401
8.119146e-09,1.3010117e-08,3.2030982e-08,1.8182096e-10,6.190252e-08,0.9999913,2.258686e-09,8.574838e-06
4.7864307e-10,8.167875e-10,1.3832389e-09,4.8857012e-12,8.2876433e-10,0.9999999,3.847647e-11,8.766689e-08
2.94514e-11,4.5206408e-11,1.6589996e-10,1.4491545e-13,2.6696695e-11,1.0,5.248332e-13,4.8345833e-10
8.32505e-10,1.545241e-09,4.4262802e-09,1.0471959e-11,1.4266496e-09,1.0,6.339609e-11,4.102099e-08
8.851856e-09,1.3929643e-08,5.881368e-08,2.2928348e-10,5.047565e-08,0.9999982,1.792918e-09,1.6629015e-06
3.965325e-06,1.8174796e-06,3.4028984e-05,1.3479166e-07,0.0017721378,0.9974643,7.0445174e-07,0.00072298734
6.3427306e-06,4.0546965e-06,0.00019109865,5.017558e-07,0.9828992,0.016728243,3.1938467e-07,0.00017030445
6.8622e-08,1.1307987e-07,3.2669473e-06,1.5439914e-08,0.99996865,1.9502337e-05,4.278352e-09,8.432412e-06
8.2347956e-10,8.1400836e-10,5.3541065e-08,2.0161499e-10,1.0,1.1912836e-08,7.0932405e-12,8.2879764e-10
1.2305691e-09,1.0191546e-09,1.4610946e-07,2.4936617e-10,0.9999999,1.715e-08,9.203352e-12,4.1724746e-10
1.1271803e-10,9.2557295e-11,3.9290136e-09,1.9046655e-11,1.0,8.854755e-10,2.6662928e-13,4.4367312e-11
4.399336e-10,3.3196468e-10,2.113175e-08,8.039217e-11,1.0,3.2737781e-09,1.5524587e-12,1.2718075e-10
1.03027704e-10,7.110746e-11,3.7263206e-09,2.0071781e-11,1.0,5.0251864e-10,2.314166e-13,2.7524236e-11
1.5652653e-11,7.1435306e-12,4.958473e-10,2.4864642e-12,1.0,4.2890705e-11,1.3773329e-14,2.2574444e-12
4.461153e-11,1.9229129e-11,1.5864056e-09,5.635638e-12,1.0,1.5808561e-10,3.3610776e-14,3.7670045e-12
4.0002106e-11,2.8105298e-11,2.1033904e-09,8.976672e-12,1.0,1.684794e-10,8.6146795e-14,8.057526e-12
1.098698e-11,6.126769e-12,5.5849436e-10,2.4382042e-12,1.0,3.2874595e-11,1.38161645e-14,1.6585487e-12
4.6054584e-12,2.4927083e-12,2.115052e-10,8.7331054e-13,1.0,9.64185e-12,3.4988345e-15,3.5121168e-13
4.76251e-13,1.6947892e-13,1.7757395e-11,7.574363e-14,1.0,6.2876527e-13,1.4268377e-16,3.945442e-14
1.4700648e-09,3.7180992e-09,5.5320033e-08,2.9145356e-10,1.0,2.6312987e-08,9.117635e-12,5.142207e-10
8.209491e-12,7.502308e-12,2.7768182e-10,1.7095786e-12,1.0,1.966277e-11,7.131049e-15,6.235165e-13
2.1808187e-13,7.106531e-14,8.666272e-12,3.429998e-14,1.0,2.7040227e-13,5.2483217e-17,1.8438979e-14
3.516239e-13,1.426097e-13,1.3373341e-11,5.5732162e-14,1.0,4.614249e-13,9.951741e-17,2.2208758e-14
1.6880644e-11,1.606378e-11,6.163085e-10,2.9226489e-12,1.0,9.299278e-11,2.0190973e-14,2.9009226e-12
4.7165563e-11,5.027389e-11,1.393822e-09,7.175115e-12,1.0,2.6997754e-10,5.789549e-14,6.5116814e-12
4.2486505e-12,2.4766853e-12,1.411209e-10,5.2154814e-13,1.0,1.8715203e-11,2.2759362e-15,5.869205e-13
7.0520114e-13,2.5965078e-13,2.6536728e-11,1.170677e-13,1.0,1.1125776e-12,2.5776642e-16,6.94669e-14
7.467883e-13,2.9995838e-13,3.1298873e-11,1.4196191e-13,1.0,1.1480741e-12,3.2108565e-16,7.698839e-14
1.7342398e-12,6.315622e-13,3.7969575e-11,1.8940164e-13,1.0,2.240227e-12,3.5625507e-16,6.283465e-14
1.0928224e-08,1.1460896e-08,8.980371e-08,8.876465e-10,0.99999976,1.1034799e-07,1.3394245e-11,7.797959e-10
1.6385345e-09,3.805241e-09,3.0761885e-08,5.183477e-10,1.0,1.1151719e-08,3.9020918e-12,1.1786011e-10
2.6909174e-07,6.097049e-07,8.03021e-07,1.7720813e-09,1.4844363e-06,0.99999666,2.1684636e-09,2.684571e-07
1.2159657e-05,7.896537e-05,0.0073683998,1.165505e-05,0.00032089374,0.9922053,1.3273842e-06,1.2711719e-06
6.377273e-06,6.783838e-05,0.000616028,1.7281568e-06,0.00021926416,0.9990872,3.6317604e-07,1.154597e-06
3.2856802e-05,5.0496355e-06,0.0010493823,1.5789092e-05,0.9984326,0.0004568725,5.075066e-07,6.970006e-06
4.291652e-09,8.478376e-09,1.1733876e-07,1.1938577e-09,0.99999976,5.2140813e-08,1.3304644e-11,3.8880463e-10
0.00021884193,4.657059e-05,0.021126376,0.000111007175,0.94912,0.029287219,1.1691683e-05,7.829556e-05
0.00042513892,0.00010055114,0.06362491,0.00024593974,0.72997594,0.20538133,4.1610543e-05,0.00020453925
3.0526175e-05,0.0002722175,0.045934938,3.4320008e-06,0.5799909,0.37374085,3.0011563e-06,2.4150653e-05
8.077233e-08,1.8554185e-07,1.295323e-05,1.0467555e-08,0.99996114,2.5467303e-05,2.1044684e-09,1.13026516e-07
3.6941539e-09,4.814291e-09,6.9564555e-07,7.0493267e-10,0.99999917,1.3682013e-07,5.0712816e-11,1.7943396e-09
1.7839084e-09,1.7576086e-09,3.4704777e-07,3.236141e-10,0.99999964,3.980548e-08,1.36520135e-11,4.2454298e-10
7.077989e-10,5.867602e-10,1.338526e-07,1.3128523e-10,0.9999999,9.122362e-09,3.603129e-12,1.096289e-10
2.3983496e-11,1.4995496e-11,1.6857592e-09,4.665705e-12,1.0,1.0869925e-10,4.196994e-14,3.7721527e-12
3.2119656e-12,1.590196e-12,1.5691552e-10,5.764594e-13,1.0,9.348606e-12,2.4528511e-15,3.8036075e-13
4.565045e-12,2.4718903e-12,2.3468044e-10,8.3793926e-13,1.0,1.4622834e-11,4.059958e-15,5.943715e-13
2.110802e-12,1.1496804e-12,9.869017e-11,3.4265472e-13,1.0,5.6401004e-12,1.3388525e-15,1.9702507e-13
1.0033966e-12,4.5313926e-13,4.5899742e-11,1.5936961e-13,1.0,2.131565e-12,4.6091753e-16,8.518457e-14
2.504021e-12,1.4531687e-12,1.1655922e-10,3.9037127e-13,1.0,7.045414e-12,1.6689642e-15,2.3341187e-13
1.832512e-12,9.724864e-13,9.106447e-11,3.3515538e-13,1.0,4.4870843e-12,1.2177563e-15,1.7778525e-13
4.235131e-12,2.665613e-12,1.666659e-10,5.756486e-13,1.0,1.3378112e-11,3.1646254e-15,5.231063e-13
1.0062618e-12,4.191021e-13,4.5272504e-11,1.8904289e-13,1.0,1.7009885e-12,4.9000634e-16,1.01251845e-13
1.920119e-12,9.234225e-13,9.196076e-11,3.9231422e-13,1.0,3.815184e-12,1.3683403e-15,2.699328e-13
3.0725934e-12,1.7409676e-12,1.9489678e-10,6.9092453e-13,1.0,7.523917e-12,3.2905769e-15,4.8220233e-13
7.21356e-07,1.1531827e-05,0.006598018,1.0265778e-07,4.0273913e-05,0.993349,1.503169e-07,2.2665853e-07
1.5064222e-06,1.4244949e-05,0.0014553209,1.7251156e-07,5.070697e-05,0.99847716,2.3403891e-07,6.944543e-07
4.4325894e-09,3.0928664e-08,2.248862e-06,1.1064245e-10,1.02217435e-08,0.99999774,1.6260579e-10,1.5865472e-09
1.2970528e-09,5.9849756e-09,1.7787971e-07,1.6489568e-11,1.6997388e-09,0.99999976,2.7533838e-11,6.0143135e-10
3.4317484e-08,1.678011e-06,4.2603765e-06,2.1005635e-09,2.4949149e-08,0.99999404,7.332592e-10,3.1219245e-09
1.7481649e-07,6.987529e-08,3.8357985e-06,8.717407e-09,2.4332513e-07,0.99999547,1.2047759e-08,1.4830302e-07
1.1904559e-07,4.577355e-08,1.6359758e-06,6.4325243e-09,2.2165031e-07,0.99999774,1.06157e-08,2.542523e-07
5.5183325e-08,3.0497517e-08,3.4450954e-07,4.6318123e-09,1.212791e-07,0.9999976,1.731681e-08,1.7334125e-06
2.073369e-07,1.669369e-07,8.4741254e-07,1.3233102e-07,1.4067375e-06,0.99767095,9.4777084e-07,0.0023253055
2.78174e-08,5.739594e-08,4.4906205e-08,7.178017e-08,3.087882e-07,0.005325198,6.303011e-07,0.99467355
9.0736807e-10,1.0619868e-09,5.5066157e-10,1.5978364e-08,1.8486396e-08,2.1851395e-06,1.9101323e-08,0.99999785
2.3233895e-09,3.54257e-09,2.4592408e-09,3.843534e-08,8.5550774e-08,8.65083e-06,6.250677e-08,0.9999912
4.478286e-09,8.543149e-09,1.141117e-08,4.6480487e-08,7.698721e-07,2.1686228e-05,1.5349032e-07,0.99997735
6.044773e-10,9.445463e-10,9.772153e-10,1.3053366e-08,1.0000449e-07,9.921732e-07,1.7763568e-08,0.9999989
9.245351e-10,1.3578736e-09,1.207126e-09,1.53039e-08,7.372521e-08,2.5727832e-06,3.1521886e-08,0.99999726
2.0354923e-10,2.9105632e-10,3.205023e-10,5.7395577e-09,5.1616777e-08,1.7392311e-07,5.147508e-09,0.9999999
4.7113865e-11,6.702415e-11,9.895235e-11,2.0855335e-09,4.4922658e-08,2.6946694e-08,8.5827156e-10,1.0
1.6804352e-10,2.1754121e-10,2.2995038e-10,3.041252e-09,2.5787113e-08,3.0464628e-07,5.7213034e-09,0.99999964
1.427141e-10,1.8949435e-10,1.6692099e-10,3.0202736e-09,1.640627e-08,3.0365078e-07,4.9206466e-09,0.99999964
1.0366543e-09,1.4530435e-09,1.8439483e-09,7.859755e-09,1.8001705e-07,3.5479418e-06,3.4527066e-08,0.9999962
4.449517e-10,6.2667393e-10,5.704941e-10,8.193008e-09,4.3469125e-08,1.0264082e-06,1.4187739e-08,0.9999989
1.9031184e-10,2.3917437e-10,2.0393388e-10,3.598964e-09,1.6478463e-08,4.182774e-07,6.351425e-09,0.9999995
7.181088e-10,1.0195179e-09,9.737384e-10,7.4165802e-09,4.9126584e-08,4.187091e-06,3.1565936e-08,0.9999957
9.643049e-10,1.3923541e-09,1.4695705e-09,1.0334638e-08,8.486093e-08,4.4228914e-06,3.8437996e-08,0.99999547
6.4654476e-11,7.692656e-11,4.5013326e-11,2.2785362e-09,2.9051457e-09,1.2487266e-07,2.0872724e-09,0.9999999
5.02353e-10,6.3635774e-10,4.3266563e-10,7.529761e-09,1.7632416e-08,1.6927377e-06,1.7542582e-08,0.99999833
1.2906708e-08,2.3074044e-08,3.794983e-08,5.3444392e-08,1.4807327e-06,0.00020293237,5.207968e-07,0.999795
1.329212e-10,1.7105223e-10,8.571339e-11,4.380547e-09,3.750706e-09,3.626355e-07,4.489932e-09,0.99999964
2.615368e-10,3.483459e-10,1.4031963e-10,1.2395464e-08,4.638433e-09,6.7348515e-07,8.395913e-09,0.9999993
1.4950918e-10,2.0526307e-10,7.616472e-11,1.00067865e-08,2.5253677e-09,3.9778786e-07,5.573388e-09,0.99999964
1.7805998e-10,2.429585e-10,1.1334946e-10,8.395372e-09,5.4462643e-09,3.834214e-07,5.3433693e-09,0.99999964
8.6759676e-11,1.12723816e-10,6.050496e-11,4.113418e-09,4.2176285e-09,1.4279931e-07,2.4092086e-09,0.9999999
8.4699456e-11,1.0507174e-10,4.9671302e-11,3.865407e-09,2.4996007e-09,1.8130592e-07,2.7511555e-09,0.99999976
1.10680014e-10,1.5420216e-10,7.067205e-11,4.5488755e-09,3.251071e-09,4.1587822e-07,4.06513e-09,0.99999964
9.2980325e-11,1.3285606e-10,6.064533e-11,4.4180464e-09,2.8652976e-09,3.5692892e-07,3.499845e-09,0.99999964
1.08146436e-10,1.4886468e-10,6.825877e-11,4.6670814e-09,3.1582905e-09,3.8325945e-07,3.796982e-09,0.99999964
2.5333444e-10,3.3838973e-10,1.896754e-10,6.601336e-09,8.20469e-09,9.01476e-07,8.4157605e-09,0.99999905
7.4757783e-10,1.056736e-09,6.302241e-10,1.3692021e-08,1.9436582e-08,3.4167028e-06,2.4425244e-08,0.99999654
5.0831117e-10,7.1123213e-10,4.0328546e-10,1.03008535e-08,1.4255973e-08,2.1942067e-06,1.5280811e-08,0.99999785
5.0436527e-10,6.47682e-10,4.733548e-10,7.750442e-09,2.0650546e-08,1.7350824e-06,1.6341444e-08,0.9999982
2.9709714e-08,5.278086e-08,9.878458e-08,7.489121e-08,4.8850457e-06,0.00057272246,7.6044574e-07,0.99942136
1.6072906e-06,3.3989888e-06,1.2791783e-05,1.1360587e-06,0.00019923551,0.25915903,2.0995823e-05,0.7406018
1.6954202e-07,4.5932018e-07,1.6566756e-06,2.5235666e-08,2.7630372e-06,0.9995833,2.6841116e-07,0.0004113115
1.2636717e-07,2.6494607e-07,3.2003234e-06,5.7854357e-09,2.454248e-06,0.9999887,2.3829005e-08,5.293694e-06
