,.,가다,동대문,따뜻하다,먹다,수제비,오늘
1.3828716e-10,7.1748213e-10,2.9137475e-09,9.707073e-13,7.673518e-11,1.0,9.530785e-13,9.53867e-11
2.8031755e-10,1.4624859e-09,5.698631e-09,2.1249322e-12,1.7751918e-10,1.0,2.192686e-12,1.8591825e-10
6.2481037e-10,2.7882674e-09,1.2655463e-08,5.8409094e-12,5.4668914e-10,1.0,6.1058866e-12,4.5804788e-10
9.161851e-08,0.9998728,1.0986815e-08,4.23384e-09,5.1146087e-09,0.00012711549,2.9188932e-10,1.4532515e-10
4.500655e-06,0.998787,2.2184341e-08,2.0365107e-08,4.2905388e-08,0.0012085518,1.3919241e-09,8.479002e-09
7.4893563e-07,0.9998832,4.3569988e-09,6.5687336e-09,9.574e-09,0.00011608474,3.3585132e-10,1.1186838e-09
2.826338e-07,0.99996686,1.9610378e-09,3.8730876e-09,4.73342e-09,3.293285e-05,1.8248182e-10,3.5236944e-10
3.543966e-08,0.9999974,2.719848e-10,9.413955e-10,7.9851625e-10,2.6187674e-06,3.8111975e-11,2.6965555e-11
9.659493e-09,0.9999994,8.1928166e-11,4.2246448e-10,2.9074104e-10,5.825667e-07,1.48116e-11,5.2405398e-12
3.3346752e-09,0.9999999,2.7002319e-11,1.9591573e-10,1.1529314e-10,1.7338374e-07,5.5881016e-12,1.2934466e-12
1.578959e-12,1.0,1.05008904e-13,1.7857753e-12,1.9268834e-13,1.2482414e-10,2.2703746e-14,5.0788595e-17
1.9805652e-11,1.0,3.4895962e-12,2.1223329e-11,3.151325e-12,2.5270022e-09,5.045549e-13,2.210934e-15
1.9346264e-11,1.0,3.1361347e-13,5.194913e-12,1.4578355e-12,1.3752941e-09,9.07491e-14,1.8370307e-15
2.726658e-11,1.0,4.2478466e-13,6.99252e-12,1.6616739e-12,2.0927378e-09,1.2648457e-13,2.6607475e-15
1.9821221e-11,1.0,2.6982214e-13,5.278372e-12,1.1670971e-12,1.2836523e-09,8.397147e-14,1.5068807e-15
2.7342408e-11,1.0,4.267841e-13,6.965086e-12,1.7246967e-12,2.0349542e-09,1.2834856e-13,2.6871356e-15
3.682581e-11,1.0,7.607422e-13,9.932804e-12,2.7179023e-12,3.0357472e-09,2.0000527e-13,4.309127e-15
4.299604e-11,1.0,1.1601481e-12,1.1544252e-11,3.6421686e-12,4.2733155e-09,2.497747e-13,5.9594197e-15
7.41338e-11,1.0,2.220031e-12,1.7697682e-11,6.2835917e-12,8.2199705e-09,4.4751762e-13,1.3114731e-14
5.724861e-10,0.9999999,2.2231422e-11,9.851224e-11,5.7515194e-11,6.7728216e-08,3.673129e-12,2.476008e-13
1.1734896e-09,0.9999999,5.1718994e-11,1.8427307e-10,1.2425592e-10,1.4475124e-07,7.1821386e-12,6.494164e-13
9.780848e-11,1.0,3.145338e-12,2.5293044e-11,9.315001e-12,9.253921e-09,6.28577e-13,1.8940297e-14
2.9870056e-10,1.0,1.09732e-11,7.3862534e-11,3.758703e-11,2.2039778e-08,2.0327592e-12,8.92216e-14
2.891325e-10,1.0,8.14329e-12,6.570196e-11,3.7748322e-11,1.932671e-08,1.731371e-12,9.4962856e-14
4.359828e-12,1.0,4.305013e-14,1.1219861e-12,2.4774822e-13,2.6376223e-10,1.5124158e-14,1.7628439e-16
5.4482113e-12,1.0,5.0525095e-14,1.3946734e-12,3.2291387e-13,3.0364525e-10,1.8246418e-14,2.4468222e-16
8.374379e-12,1.0,8.105023e-14,1.8917678e-12,4.9988323e-13,5.4090366e-10,2.897596e-14,4.985551e-16
1.4185811e-11,1.0,1.5574345e-13,3.1917025e-12,1.044092e-12,8.6616536e-10,5.0562016e-14,1.0872925e-15
1.5846378e-11,1.0,1.8022916e-13,3.4999748e-12,1.2685791e-12,9.963343e-10,5.6803856e-14,1.3345691e-15
1.6701012e-11,1.0,2.0048191e-13,3.656012e-12,1.2668309e-12,1.1057398e-09,6.2532526e-14,1.4529614e-15
6.49432e-11,1.0,9.859581e-13,1.2637353e-11,5.095659e-12,4.6887467e-09,2.6764425e-13,1.00298035e-14
1.0309557e-09,0.9999999,3.247443e-11,1.55925e-10,1.3064601e-10,9.481129e-08,4.973765e-12,5.286822e-13
2.3037826e-08,0.99999416,6.928165e-10,8.6696195e-10,1.7601386e-09,5.877056e-06,4.1280403e-11,2.9177816e-11
1.7153328e-05,0.7672662,2.218008e-06,7.766335e-08,3.6358697e-06,0.23271054,1.7388567e-08,1.8602029e-07
2.2450733e-06,0.9912425,3.2670843e-07,2.1207189e-08,5.870497e-07,0.008754311,2.9383336e-09,1.38094975e-08
1.18112785e-05,0.0724461,4.3636223e-06,4.0362835e-08,3.5589385e-06,0.92753386,1.3464271e-08,2.239058e-07
4.2327555e-09,1.3839733e-08,1.3823613e-08,1.3207457e-11,2.5429918e-09,1.0,1.9715871e-11,2.3410165e-09
1.9654694e-08,7.3244216e-08,2.1049348e-07,1.7467063e-10,3.5749796e-08,0.99999964,2.5772684e-10,1.7011992e-08
5.8637997e-09,1.13361915e-08,1.6738498e-07,5.2279948e-11,1.13675656e-08,0.99999976,8.305108e-11,4.42093e-09
6.510546e-09,1.1443987e-08,4.9218903e-07,7.274012e-11,1.7455989e-08,0.9999995,1.12732594e-10,3.99483e-09
1.163038e-07,4.0410967e-07,0.0025291133,6.8623462e-09,2.1081412e-06,0.99746835,8.481855e-09,2.305264e-08
1.4756638e-06,1.1663301e-06,0.0004964984,4.1617387e-08,0.0003604185,0.99913764,8.744357e-08,2.5416073e-06
3.1253444e-06,1.7290316e-06,0.00053227285,2.2222633e-07,0.9851756,0.014270964,9.925978e-08,1.5947518e-05
1.6135247e-07,1.2287722e-07,1.07023325e-05,1.7533454e-08,0.9998708,0.000115409406,4.0227186e-09,2.784574e-06
2.776856e-08,2.8254366e-08,1.6622611e-06,4.3931134e-09,0.99998975,7.5939683e-06,6.5257455e-10,9.1387875e-07
6.11029e-09,8.340712e-09,3.6177218e-07,1.4959066e-09,0.99999845,8.107985e-07,1.3682609e-10,3.2136998e-07
3.8125165e-09,5.6531677e-09,2.3608177e-07,1.2361905e-09,0.99999905,3.6479173e-07,9.599823e-11,3.067235e-07
1.5941641e-09,1.7617808e-09,7.832146e-08,3.7972192e-10,0.99999976,1.03975616e-07,1.7525422e-11,5.893876e-08
7.670799e-10,8.597871e-10,4.0780865e-08,1.974463e-10,0.9999999,3.742077e-08,8.336672e-12,4.1688597e-08
7.8013973e-10,6.6379163e-10,3.5602625e-08,1.6121833e-10,1.0,2.2270758e-08,4.868251e-12,5.915904e-09
5.2427573e-10,6.433198e-10,3.5934526e-08,2.2665196e-10,0.9999999,2.0010955e-08,8.8460515e-12,1.4057147e-07
5.6842103e-10,8.0266693e-10,4.25431e-08,3.3737557e-10,0.99999964,1.9232637e-08,1.4143363e-11,3.8713682e-07
8.336133e-10,1.3377526e-09,5.6489778e-08,6.886055e-10,0.99999714,2.9801766e-08,3.0240387e-11,2.7920369e-06
1.0795308e-09,1.5887199e-09,6.627503e-08,7.4927103e-10,0.9999987,3.1278173e-08,3.2417024e-11,1.183944e-06
1.8656765e-09,2.8376579e-09,9.612284e-08,1.549718e-09,0.9999939,5.3297125e-08,6.8854124e-11,5.872701e-06
1.935044e-09,3.0845924e-09,9.491111e-08,1.9721782e-09,0.99998593,5.1330755e-08,8.4255665e-11,1.3867503e-05
2.2003614e-09,2.775783e-09,9.5774475e-08,9.889773e-10,0.99999857,7.651582e-08,4.8945764e-11,1.2875033e-06
1.7619215e-09,1.9207587e-09,6.909589e-08,6.57046e-10,0.9999995,4.3662762e-08,2.3861472e-11,2.7824754e-07
1.5813361e-09,1.3116817e-09,3.96463e-08,3.8133466e-10,0.9999999,3.0415094e-08,1.0906469e-11,8.077654e-08
1.0050838e-09,4.4214934e-10,1.4676394e-08,8.8447916e-11,1.0,1.6292983e-08,1.2921423e-12,2.0854063e-09
3.4585233e-07,1.837705e-07,9.756041e-06,1.3384736e-08,0.9997898,0.00019872445,2.8418554e-09,1.1342809e-06
1.48445815e-05,8.418128e-06,0.00043333392,4.1356796e-07,0.8935421,0.10591441,3.2386555e-07,8.626001e-05
7.501401e-07,6.278951e-07,1.770828e-05,8.529507e-09,2.0007486e-05,0.9999585,2.8128628e-08,2.3285586e-06
1.3996222e-05,6.6253215e-06,0.00017781816,3.9409372e-07,0.040959287,0.9583949,7.3327607e-07,0.0004462796
7.1136964e-07,3.333299e-07,3.7508626e-06,1.01374615e-08,8.551469e-05,0.99986637,3.836909e-08,4.3239434e-05
5.8354703e-06,4.2614292e-06,7.2663956e-05,3.329131e-07,0.95443225,0.044046473,3.6300267e-07,0.0014378857
1.3492585e-06,9.0735705e-07,8.360436e-06,1.6404593e-08,0.00025144705,0.9996953,6.71794e-08,4.2523403e-05
1.4598501e-05,2.2397639e-05,0.00016373755,1.9661927e-06,0.32005304,0.2789233,1.3393974e-05,0.40080756
7.4029344e-07,1.1730097e-06,1.8833493e-05,1.388333e-07,0.9876989,0.0021297093,2.0191534e-07,0.010150261
3.1787277e-08,6.699246e-08,1.5090111e-06,1.4174183e-08,0.9998536,9.485712e-06,3.4838439e-09,0.00013524404
3.4678647e-09,7.4128645e-09,2.2619541e-07,2.815281e-09,0.99998665,3.1539398e-07,2.2960292e-10,1.2825218e-05
4.186593e-09,9.455114e-09,2.6383995e-07,3.962826e-09,0.99996495,4.158154e-07,3.4421205e-10,3.438599e-05
3.8700403e-09,9.04307e-09,2.4858443e-07,4.466112e-09,0.9999484,3.660637e-07,3.5355585e-10,5.096109e-05
1.4560556e-08,3.3922117e-08,8.0025694e-07,9.402671e-09,0.99989986,2.834318e-06,1.4995383e-09,9.643309e-05
1.7854221e-08,4.2428308e-08,9.4236714e-07,1.6752315e-08,0.99947983,3.1846082e-06,2.6164646e-09,0.00051594764
2.2802551e-07,5.482321e-07,8.523935e-06,2.7891366e-07,0.9720785,9.9783996e-05,9.499138e-08,0.027812043
2.2962644e-07,4.3331113e-07,6.7759806e-06,8.9798924e-08,0.9923976,0.00017408782,5.937452e-08,0.007420642
4.184446e-07,8.805073e-07,9.291345e-06,2.0537556e-07,0.9593589,0.00035963795,1.3516933e-07,0.04027053
3.776873e-06,2.72941e-06,3.318383e-05,6.1656905e-08,0.0035304574,0.99633896,1.5853124e-07,9.0738795e-05
3.5284611e-07,2.3431834e-07,1.7585965e-06,2.9304208e-09,1.3796493e-05,0.9999782,8.577362e-09,5.59373e-06
4.5076598e-07,2.5925684e-07,1.7887969e-06,7.888339e-09,5.8532118e-05,0.9998155,5.0123763e-08,0.00012346802
1.1004465e-08,9.894884e-09,1.26801e-07,1.2126668e-10,3.7385448e-08,0.99999976,3.2896058e-10,7.6412206e-08
4.4096052e-07,1.708638e-07,2.2168797e-06,6.5440964e-09,4.2596414e-05,0.99990964,2.9238347e-08,4.4934568e-05
1.2041108e-06,4.3481512e-07,9.769613e-06,1.7028636e-08,0.00022917752,0.99971503,5.8354598e-08,4.414882e-05
1.1800846e-05,4.240561e-06,8.811598e-05,2.63506e-07,0.05433633,0.9441519,7.810969e-07,0.0014065587
5.9752574e-06,3.417999e-06,7.077145e-05,2.4029885e-07,0.957241,0.041650023,3.3200575e-07,0.0010282883
1.483865e-06,1.2563206e-06,4.0667284e-05,1.3885071e-07,0.99705637,0.0026795513,1.1496579e-07,0.00022054224
3.7087568e-07,2.932061e-07,1.1237547e-05,3.192366e-08,0.99972135,0.0002546026,1.0208262e-08,1.2185069e-05
3.0591923e-07,2.2131684e-07,1.0976279e-05,2.3710532e-08,0.9997749,0.00020887173,6.177033e-09,4.6703e-06
1.8364682e-07,1.451114e-07,1.601958e-05,1.7270452e-08,0.9999052,7.7859324e-05,2.9782818e-09,5.4846686e-07
2.3336404e-06,2.2550723e-06,0.0011520459,2.9954438e-07,0.99502414,0.0038157578,8.812436e-08,3.01999e-06
1.884616e-08,2.0987951e-08,1.500236e-06,2.6058709e-09,0.9999963,2.1089697e-06,2.6423863e-10,4.0184325e-08
5.958901e-10,5.9751076e-10,3.1246017e-08,1.2744325e-10,1.0,1.1618601e-08,3.991664e-12,1.0188749e-09
1.1011049e-10,8.677954e-11,4.5660626e-09,2.2343224e-11,1.0,1.129725e-09,3.5180032e-13,1.5336626e-10
1.404788e-10,1.1575964e-10,5.069541e-09,2.4944075e-11,1.0,1.8010615e-09,4.173018e-13,2.1984714e-10
9.417423e-11,5.6056233e-11,2.8405074e-09,1.4226944e-11,1.0,6.3653965e-10,1.65368e-13,4.4280996e-11
2.9941127e-10,2.7378536e-10,8.848834e-09,4.4835878e-11,1.0,3.463601e-09,8.9895013e-13,2.163603e-10
1.0569508e-10,7.5355264e-11,3.2214742e-09,1.638836e-11,1.0,6.709005e-10,2.2873795e-13,4.6097674e-11
3.2623945e-10,3.415499e-10,1.1014253e-08,5.2662468e-11,1.0,2.8234708e-09,1.091279e-12,1.3052198e-10
1.5551208e-11,1.009159e-11,7.6152873e-10,3.2388126e-12,1.0,5.764963e-11,2.5361263e-14,3.2268873e-12
5.850186e-12,2.9889858e-12,3.225297e-10,1.1950955e-12,1.0,1.4346461e-11,5.950288e-15,7.0987324e-13
2.894042e-12,1.431087e-12,1.2946451e-10,5.482201e-13,1.0,6.963638e-12,2.1164912e-15,3.512512e-13
2.7930963e-12,1.4186725e-12,1.09425656e-10,5.0070196e-13,1.0,6.2466313e-12,1.8171252e-15,2.933935e-13
3.4543989e-12,1.4239859e-12,1.1989575e-10,5.909058e-13,1.0,5.9258445e-12,1.9566431e-15,3.0074267e-13
3.5676104e-12,1.3023834e-12,1.3989189e-10,5.1409143e-13,1.0,6.102138e-12,1.5255044e-15,1.9624234e-13
1.9173413e-12,7.6085975e-13,7.888132e-11,2.7139586e-13,1.0,3.969419e-12,8.86272e-16,1.613919e-13
4.4156232e-12,2.688047e-12,1.669583e-10,6.391677e-13,1.0,1.41565926e-11,2.7740636e-15,4.5144842e-13
1.565131e-11,1.2499657e-11,6.219591e-10,2.4476862e-12,1.0,7.4472664e-11,1.6742513e-14,2.0866642e-12
1.6834633e-11,6.3955586e-12,6.265264e-10,1.7917084e-12,1.0,5.5555113e-11,8.47557e-15,1.1579396e-12
7.508306e-12,2.511569e-12,2.6716526e-10,8.170357e-13,1.0,1.9105707e-11,2.9142999e-15,4.7254746e-13
6.2226222e-12,2.105896e-12,2.0057517e-10,6.147238e-13,1.0,1.4323658e-11,1.9386337e-15,3.186105e-13
4.4444642e-11,1.4154163e-11,5.636278e-10,1.9165297e-12,1.0,1.072531e-10,7.761941e-15,1.6412188e-12
1.2753377e-05,1.7593147e-05,0.00017750158,3.4529776e-07,0.97775567,0.022030102,7.181906e-08,6.1008695e-06
1.4196874e-06,1.5582508e-06,1.8786325e-06,5.8963687e-09,2.0164562e-05,0.99997294,7.37584e-09,1.9708675e-06
1.0031422e-08,1.4394255e-08,4.4286633e-08,5.895846e-11,1.2776706e-08,0.9999999,9.423872e-11,1.1843621e-08
4.330099e-07,5.522458e-07,2.6040836e-05,5.894364e-08,0.99986327,0.000108561246,9.870501e-09,9.0436896e-07
2.61035e-07,2.5140028e-07,1.0470383e-05,1.770551e-08,0.99995613,3.2687156e-05,2.1209432e-09,1.4982261e-07
3.0692686e-07,4.4578405e-07,5.291238e-05,4.1274845e-08,0.9998903,5.573715e-05,6.359738e-09,1.8647131e-07
7.3485964e-08,9.070032e-08,4.2174897e-06,7.56036e-09,0.9999913,4.3117525e-06,8.293819e-10,3.5112382e-08
1.918323e-05,0.00015823643,0.002155305,2.8459372e-06,0.0056353887,0.9920219,9.8725e-07,6.0928687e-06
3.1943123e-06,3.0870324e-06,6.583374e-05,8.4800945e-08,0.9939376,0.0059881913,1.43512136e-08,1.9301747e-06
0.00040095422,6.613467e-05,0.024479447,8.6008135e-05,0.68254715,0.29206365,2.5830335e-05,0.00033081154
5.3579835e-10,4.4214343e-10,2.9589339e-08,7.3816196e-11,1.0,6.8608546e-09,1.2424467e-12,6.9825284e-11
1.9622241e-10,9.676859e-11,8.612074e-09,1.807333e-11,1.0,2.6707163e-09,2.1805691e-13,3.1365327e-11
2.778996e-10,1.6828253e-10,9.670577e-09,2.3625315e-11,1.0,6.074938e-09,3.2271993e-13,5.780433e-11
4.6049515e-11,2.8013513e-11,1.8510842e-09,5.223807e-12,1.0,7.06395e-10,5.4463355e-14,1.978232e-11
1.1388472e-11,5.812359e-12,4.4911475e-10,1.4294147e-12,1.0,7.716816e-11,9.307954e-15,3.0216474e-12
4.959953e-12,2.032763e-12,1.7843642e-10,6.025098e-13,1.0,1.8618856e-11,2.915868e-15,8.3059254e-13
1.8537134e-12,6.2779816e-13,6.610294e-11,2.0338363e-13,1.0,4.492385e-12,6.010191e-16,1.4839165e-13
1.4166877e-12,3.805712e-13,3.966515e-11,1.2881821e-13,1.0,2.3306587e-12,2.6798865e-16,6.3734134e-14
2.1467758e-12,5.712647e-13,5.5966815e-11,1.700102e-13,1.0,3.8533807e-12,3.3492225e-16,7.68348e-14
2.3469904e-12,1.0342078e-12,8.624047e-11,3.0507514e-13,1.0,6.0872696e-12,1.0080699e-15,1.90579e-13
2.619061e-12,9.328118e-13,8.193227e-11,2.7766973e-13,1.0,5.0659663e-12,6.7358204e-16,1.0785154e-13
5.238864e-12,2.6301142e-12,1.961951e-10,7.1952985e-13,1.0,1.4500298e-11,2.8478656e-15,3.8750185e-13
5.806298e-12,2.8460346e-12,1.799083e-10,7.176522e-13,1.0,1.5462477e-11,2.7243546e-15,4.287553e-13
6.5872204e-12,4.2588003e-12,2.2834383e-10,9.633626e-13,1.0,2.2052445e-11,4.6152826e-15,7.075657e-13
2.4118214e-12,6.82582e-13,5.7386446e-11,2.1285537e-13,1.0,4.0263257e-12,4.409159e-16,9.8046097e-14
4.2529803e-12,1.4765512e-12,1.1502716e-10,4.228728e-13,1.0,8.045839e-12,1.1072665e-15,1.7829122e-13
1.03884894e-10,5.1378218e-11,2.1400173e-09,6.9032688e-12,1.0,5.2271415e-10,4.3290814e-14,5.5997537e-12
1.1733443e-06,1.8439941e-06,5.916066e-05,6.840125e-08,0.99858814,0.0013490327,7.880188e-09,5.3986787e-07
2.9168497e-09,3.15365e-09,8.9577895e-08,2.8656028e-10,0.99999976,8.994462e-08,5.613376e-12,3.7836706e-10
6.558397e-07,1.5287739e-06,3.7937043e-05,7.5862935e-08,0.9997092,0.0002503814,5.4302247e-09,2.0478227e-07
1.3963727e-07,4.084293e-07,2.6671748e-06,3.752232e-09,5.570176e-07,0.9999962,2.9979828e-09,7.9141245e-08
4.927814e-09,1.4816603e-08,7.953696e-08,1.020142e-10,5.0209827e-09,0.9999999,5.902575e-11,2.3140383e-09
3.1314313e-09,8.500934e-09,4.2657355e-08,4.266909e-11,3.259647e-09,1.0,3.498622e-11,2.0002247e-09
1.7672215e-05,0.0054891678,5.399816e-06,5.5374553e-08,7.894028e-06,0.99447906,2.5591689e-08,7.5257947e-07
2.9921853e-07,5.6295057e-06,2.7201602e-07,9.0243985e-10,2.2986467e-07,0.99999344,1.1372346e-09,1.2701744e-07
1.4192403e-09,3.4350218e-09,1.5409478e-08,1.7772303e-11,1.4578571e-09,1.0,1.6785769e-11,1.6631128e-09
2.7838196e-09,6.6284054e-09,3.0665344e-08,3.0711007e-11,3.043934e-09,1.0,3.0258126e-11,2.4233575e-09
6.2796466e-09,1.1633745e-08,5.701188e-08,8.8443516e-11,7.2128317e-09,0.9999999,8.524386e-11,6.9030675e-09
4.5580908e-08,1.0101732e-07,3.2241493e-07,1.1572739e-09,9.69991e-08,0.9999993,1.5126782e-09,1.3786445e-07
5.602214e-08,6.8493684e-08,1.370261e-07,9.927212e-10,6.1693606e-07,0.9999776,8.0052756e-09,2.1495707e-05
1.902757e-07,1.0652592e-07,1.069374e-06,4.9691796e-08,8.1470836e-07,0.99996066,1.8390956e-07,3.694037e-05
1.0474436e-06,1.177778e-06,3.7834636e-06,3.7551897e-07,0.00011500824,0.075616196,1.0230796e-05,0.92425215
2.5607778e-09,2.5199902e-09,2.5064197e-09,8.6139655e-09,1.5339039e-07,1.0812905e-05,6.131237e-08,0.9999889
2.8475584e-09,3.19594e-09,3.6558838e-09,1.3101691e-08,2.7710385e-07,7.685143e-06,6.496744e-08,0.999992
4.277061e-10,4.2138765e-10,4.1982648e-10,3.8141614e-09,3.2468762e-08,6.7152456e-07,1.2529504e-08,0.9999993
2.663999e-10,2.749722e-10,3.603957e-10,2.7264728e-09,4.8347065e-08,2.1738374e-07,6.9695067e-09,0.99999976
1.1074762e-10,1.10054625e-10,1.3793126e-10,1.4814899e-09,2.0353898e-08,8.511419e-08,2.910309e-09,0.9999999
1.7447023e-10,1.8104354e-10,2.3744856e-10,2.4568947e-09,3.5566718e-08,1.0269314e-07,4.2328034e-09,0.9999999
5.4948732e-08,6.317327e-08,6.3426775e-09,0.00032625147,2.4039368e-08,6.861302e-05,1.3287594e-06,0.9996037
2.1195557e-08,2.5488331e-08,2.5961302e-09,0.00010399825,1.0752639e-08,3.1177195e-05,6.5431493e-07,0.999864
1.7105497e-08,1.8912583e-08,1.9534858e-09,6.7136716e-05,8.985332e-09,2.0740425e-05,4.8848165e-07,0.99991167
7.2838444e-11,7.7822665e-11,1.0132445e-10,1.7312217e-09,1.8575292e-08,3.206231e-08,1.6105275e-09,1.0
1.10411846e-10,1.0652404e-10,1.10252536e-10,1.7091865e-09,1.2158387e-08,8.13013e-08,3.0038034e-09,0.9999999
1.08074084e-10,1.0429505e-10,1.2788544e-10,1.5805068e-09,1.9029251e-08,6.633645e-08,2.5567943e-09,0.9999999
1.0173343e-10,1.0143504e-10,1.1318465e-10,1.6959049e-09,1.4579077e-08,6.698105e-08,2.5377296e-09,0.9999999
1.0317105e-10,1.01660104e-10,1.04018114e-10,1.919408e-09,1.150062e-08,6.520282e-08,2.7194151e-09,0.9999999
