,,.,가다,동대문,따뜻하다,먹다,수제비,오늘
28,1.710328e-09,1.7208703e-10,2.5708546e-08,1.6884503e-08,2.3032984e-09,1.0,6.212075e-10,9.565585e-10
29,4.3057797e-09,5.88172e-10,7.035572e-08,3.5574043e-08,8.6389385e-09,0.9999999,1.7827626e-09,2.820284e-09
30,1.8046963e-09,1.8530119e-10,3.639558e-08,1.895145e-08,4.2805266e-09,1.0,8.489198e-10,1.371344e-09
31,3.0604777e-10,2.1101832e-11,7.967357e-09,5.21061e-09,7.0278794e-10,1.0,1.6937707e-10,3.0321465e-10
32,3.9545154e-09,5.5230676e-10,8.217827e-08,3.8680277e-08,1.6311514e-08,0.9999999,2.2664215e-09,4.2234083e-09
33,5.4114497e-07,0.9950523,1.530858e-07,1.1092697e-07,3.057845e-07,0.004946704,3.4387143e-10,2.104452e-09
34,0.0013199002,0.8179276,4.5111225e-05,4.4018972e-05,0.00034432687,0.18031703,2.809613e-07,1.7480131e-06
35,6.177658e-05,0.99706024,4.2479182e-06,2.5530458e-06,0.00013793563,0.0027331123,8.678649e-09,6.095397e-08
36,2.8018889e-07,0.9999895,4.8649884e-08,2.2661915e-08,3.049151e-06,7.1403306e-06,2.1502869e-11,2.468291e-10
37,3.7567354e-09,0.9999999,7.821689e-10,4.7782944e-10,4.7082395e-08,1.0562449e-07,1.482598e-13,2.7067586e-12
38,2.3784882e-08,0.9999988,5.7639507e-09,2.3066635e-09,6.703782e-07,4.4298685e-07,1.2800277e-12,1.8395355e-11
39,6.327981e-09,0.99999976,1.4353588e-09,7.6127005e-10,1.1202887e-07,1.3316617e-07,3.0177743e-13,5.0872093e-12
40,1.8157066e-13,1.0,6.637497e-14,7.876452e-14,1.480536e-12,8.836681e-11,2.5694347e-18,1.4850977e-16
41,1.7586535e-15,1.0,8.260711e-16,1.0202602e-15,2.4729676e-14,1.4742915e-12,1.0634933e-20,1.1074549e-18
42,5.0810515e-16,1.0,2.7760735e-16,3.2260682e-16,1.2389218e-14,4.0506032e-13,2.5537083e-21,2.687253e-19
43,2.1215505e-16,1.0,1.4860441e-16,1.6200848e-16,5.5654588e-15,2.309219e-13,1.0022157e-21,1.1855852e-19
44,2.440828e-16,1.0,1.7022507e-16,1.9420302e-16,6.2037934e-15,2.483268e-13,1.1926922e-21,1.3978936e-19
45,4.305132e-16,1.0,2.634507e-16,2.9476728e-16,8.578782e-15,4.0675736e-13,2.219479e-21,2.513544e-19
46,6.075495e-16,1.0,3.0668257e-16,3.7123744e-16,8.509197e-15,6.281515e-13,2.9190978e-21,3.427635e-19
47,1.5964052e-15,1.0,7.7731377e-16,1.0163562e-15,2.3627757e-14,1.4128801e-12,9.837506e-21,1.0564829e-18
48,1.2247023e-15,1.0,8.031211e-16,9.465968e-16,3.2835442e-14,9.314907e-13,9.667641e-21,8.424205e-19
49,2.5134818e-15,1.0,1.4656424e-15,1.676999e-15,3.0782448e-14,2.373868e-12,1.916745e-20,1.9035508e-18
50,2.0324382e-15,1.0,1.2260999e-15,1.554062e-15,4.834075e-14,1.4205218e-12,1.6348574e-20,1.3852286e-18
51,1.7667225e-15,1.0,1.0341668e-15,1.2217578e-15,3.5063854e-14,1.1157972e-12,1.12969704e-20,9.702638e-19
52,1.4444543e-14,1.0,6.839523e-15,9.102295e-15,1.2632785e-13,1.1250039e-11,1.4628522e-19,1.2007978e-17
53,5.19375e-09,0.99999,1.0833332e-09,2.1978679e-09,3.3498464e-09,9.98299e-06,1.1359866e-12,1.7839166e-11
54,1.1344335e-14,1.0,6.2782387e-15,7.334155e-15,9.523512e-14,9.080287e-12,1.3506483e-19,1.0903109e-17
55,3.7584698e-13,1.0,1.5050008e-13,1.5381864e-13,1.2719929e-12,2.6169666e-10,5.873871e-18,3.925344e-16
56,1.4057977e-11,1.0,4.9546014e-12,5.8335056e-12,3.4026556e-11,9.459504e-09,5.720718e-16,2.3335966e-14
57,5.2997883e-16,1.0,2.6720875e-16,3.3929837e-16,6.389818e-15,2.9609136e-13,1.8850275e-21,2.2750982e-19
58,8.0508354e-14,1.0,2.5615715e-14,2.8014005e-14,3.1630536e-13,3.1882604e-11,5.216958e-19,4.075782e-17
59,3.124437e-14,1.0,8.244283e-15,9.1631575e-15,1.4386945e-13,8.119638e-12,1.1400008e-19,9.562281e-18
60,3.9299927e-14,1.0,9.593022e-15,1.0478036e-14,1.6653122e-13,8.965995e-12,1.2196971e-19,1.0298195e-17
61,3.7440076e-14,1.0,8.863637e-15,9.283486e-15,1.374106e-13,8.646145e-12,1.03984526e-19,9.809303e-18
62,3.95253e-14,1.0,8.528077e-15,9.367047e-15,1.4510298e-13,7.996545e-12,1.0282248e-19,9.297329e-18
63,2.624529e-14,1.0,6.263981e-15,7.2473545e-15,1.208864e-13,5.6373903e-12,7.4128657e-20,6.664403e-18
64,4.197042e-14,1.0,8.860189e-15,9.557955e-15,1.7004783e-13,7.982205e-12,1.07177766e-19,9.4256734e-18
65,3.3066868e-13,1.0,7.0094314e-14,7.3187035e-14,1.191738e-12,5.864298e-11,1.6191997e-18,9.869363e-17
66,7.436854e-13,1.0,1.7162491e-13,1.5195237e-13,2.7288783e-12,1.2454922e-10,4.7477777e-18,2.607442e-16
67,6.6456246e-12,1.0,1.8848347e-12,1.4031958e-12,1.4000714e-11,2.7700167e-09,9.033174e-17,4.0197206e-15
68,5.3249687e-06,0.20718235,3.104083e-05,3.138336e-06,8.62332e-06,0.79276955,1.7700255e-08,2.5406681e-08
69,1.6374485e-06,6.8551395e-05,6.9693806e-06,5.6819886e-07,3.0003233e-07,0.9999219,1.5121293e-08,9.52541e-09
70,4.20822e-06,1.36396675e-05,0.0039502517,2.7062668e-05,0.9152757,0.08072594,2.062849e-06,1.0944733e-06
71,4.2481206e-06,7.421097e-07,0.0057159374,1.6571756e-05,0.00029266934,0.99396896,3.8859432e-07,4.388585e-07
72,2.32271e-05,7.363322e-06,0.032444984,8.0164864e-05,0.0038695596,0.96356696,3.0335812e-06,4.713519e-06
73,6.4400538e-06,3.8905127e-06,0.00056902616,2.8447439e-05,0.1775086,0.8218065,9.18797e-06,6.786868e-05
74,1.0988017e-07,8.421431e-08,7.320777e-06,7.4341307e-07,0.99953544,0.00035011434,7.7742875e-08,0.00010616837
75,5.00167e-09,7.185842e-09,9.969964e-07,5.5292446e-08,0.9999856,5.1040197e-06,1.545935e-09,8.328409e-06
76,3.3218053e-09,6.0317285e-09,8.4882083e-07,3.2854057e-08,0.99999344,3.5327184e-06,9.812573e-10,2.1973885e-06
77,1.43619205e-08,2.2559504e-08,2.449127e-06,1.2550528e-07,0.99996924,2.1187574e-05,6.887521e-09,6.913566e-06
78,3.379145e-09,8.582056e-09,1.1244048e-06,2.6728905e-08,0.999995,3.3955605e-06,1.0812578e-09,4.742409e-07
79,2.66412e-10,1.156835e-09,2.4652402e-07,2.7666678e-09,0.9999995,1.836913e-07,4.5530194e-11,4.179614e-08
80,6.638482e-11,5.600058e-10,1.3112414e-07,6.6426903e-10,0.9999999,3.0310737e-08,7.306074e-12,2.697527e-09
81,2.658404e-11,2.329994e-10,6.637315e-08,2.8514002e-10,0.9999999,1.3461702e-08,2.4338038e-12,1.7917006e-09
82,1.3081051e-11,1.0919735e-10,3.648886e-08,1.4693691e-10,1.0,6.4906858e-09,9.618754e-13,1.8399643e-09
83,1.2831417e-11,1.1837445e-10,3.4867224e-08,1.3935554e-10,1.0,4.854739e-09,8.1897347e-13,1.4441495e-09
84,1.7120756e-11,1.4832736e-10,3.8948944e-08,1.758544e-10,1.0,5.986267e-09,1.0898438e-12,2.0020796e-09
85,1.5492534e-10,1.2055067e-09,1.8286683e-07,1.2642112e-09,0.99999964,5.5678868e-08,1.7409478e-11,4.66717e-09
86,3.1915223e-10,2.2837305e-09,2.924763e-07,2.5350682e-09,0.99999964,1.2124003e-07,4.4827052e-11,8.744971e-09
87,3.178637e-10,1.6002568e-09,2.2243421e-07,2.5069964e-09,0.99999964,1.2790402e-07,4.1837797e-11,2.386183e-08
88,2.2281264e-10,1.2966841e-09,1.8517476e-07,1.8344165e-09,0.99999964,8.360302e-08,2.5865891e-11,1.46362185e-08
89,3.194409e-10,2.146754e-09,2.7042108e-07,2.6473401e-09,0.99999964,1.1405815e-07,4.2826687e-11,1.1719599e-08
90,8.781447e-09,2.5078691e-08,1.7856889e-06,6.107332e-08,0.9999925,5.0069284e-06,2.6867495e-09,5.69427e-07
91,5.135808e-09,1.7355797e-08,1.320716e-06,3.2998773e-08,0.99999595,2.430487e-06,1.2917029e-09,2.0393638e-07
92,9.808701e-09,3.749818e-08,2.5804586e-06,5.753464e-08,0.9999912,5.94678e-06,3.4692234e-09,1.8436685e-07
93,2.4893989e-08,8.57833e-08,5.330934e-06,1.5508303e-07,0.9999722,2.1615831e-05,1.2842196e-08,5.1473313e-07
94,3.2261138e-07,4.99595e-07,2.3199429e-05,2.4375627e-06,0.9990772,0.000862634,3.7360599e-07,3.3219734e-05
95,1.5932075e-05,8.902854e-06,0.0005562753,0.00010381175,0.22462325,0.77412546,3.1814914e-05,0.0005345124
96,6.7418574e-07,1.3458792e-07,1.4500542e-05,4.8770926e-06,5.356063e-05,0.99991655,1.0942259e-06,8.601978e-06
97,8.074014e-07,2.0952676e-07,2.4904664e-05,8.635105e-06,0.00034062171,0.99956125,2.066991e-06,6.142258e-05
98,3.760011e-06,1.5883778e-06,0.000114733695,7.108748e-05,0.42809853,0.53339237,1.5239246e-05,0.038302794
99,4.315688e-08,9.991243e-09,1.514549e-06,1.5946941e-06,8.711498e-06,0.9999596,2.999549e-07,2.8229102e-05
100,1.0223756e-07,2.0628137e-08,1.7549817e-06,3.216054e-06,7.4792824e-06,0.99990237,4.2145032e-07,8.466458e-05
101,1.4409115e-06,4.5721225e-07,2.657104e-05,2.1021468e-05,0.0019269295,0.9964051,4.6890655e-06,0.0016138006
102,2.443173e-06,9.849233e-07,4.390305e-05,2.7842545e-05,0.93622607,0.02493978,4.6021037e-06,0.038754277
103,3.4569762e-06,1.2850602e-06,5.7240348e-05,4.2086605e-05,0.8727063,0.05192748,7.3119727e-06,0.075254984
104,5.0225534e-08,3.2434045e-08,3.23803e-06,1.1236551e-06,0.9951456,0.0002054985,4.8536e-08,0.0046443595
105,8.6569855e-08,5.9198218e-08,5.1233064e-06,1.2765755e-06,0.99809986,0.00043808302,9.005809e-08,0.0014554155
106,6.6883636e-08,4.7449404e-08,4.1503813e-06,9.007111e-07,0.9989342,0.00025343013,5.6477866e-08,0.0008071202
107,6.6924855e-08,4.9477165e-08,4.3870355e-06,7.2973404e-07,0.99932873,0.0003412239,5.945691e-08,0.00032476714
108,5.1065683e-08,4.042912e-08,3.6305082e-06,5.574525e-07,0.9995485,0.00020278174,3.7905107e-08,0.00024437343
109,6.774627e-09,7.2479853e-09,1.0329276e-06,1.2508757e-07,0.9998741,1.9056013e-05,3.5187084e-09,0.00010566638
110,3.0837754e-07,2.0461601e-07,1.2886082e-05,2.7428282e-06,0.9968297,0.0023547232,3.6723353e-07,0.0007989877
111,6.3914986e-06,2.6739187e-06,0.00013057179,9.290894e-05,0.2805048,0.6704807,2.489232e-05,0.04875713
112,3.536363e-06,7.525052e-07,2.581803e-05,0.00010929753,0.022516761,0.2787927,1.4880413e-05,0.6985363
113,9.56392e-07,4.4728174e-07,4.648338e-05,1.7822427e-05,0.84412986,0.13998073,2.9078667e-06,0.01582069
114,1.0255887e-07,2.184325e-08,4.965017e-06,1.9221202e-06,0.0001770139,0.99979395,2.6361903e-07,2.178516e-05
115,1.18285676e-07,3.2514947e-08,7.911037e-06,3.8142055e-06,0.0017212715,0.9980714,5.6328247e-07,0.000194965
116,4.3714426e-08,1.0163672e-08,2.5483548e-06,1.8380721e-06,0.00020032564,0.9997249,2.0269384e-07,7.019201e-05
117,2.4408795e-08,3.4542258e-09,7.39218e-07,7.8941287e-07,9.583848e-06,0.9999789,7.096597e-08,9.8857145e-06
118,1.137375e-08,1.2066829e-09,3.007072e-07,1.8618151e-07,9.843998e-07,0.9999982,1.7965819e-08,3.107528e-07
119,5.4745843e-08,7.151895e-09,1.4193312e-06,7.492471e-07,5.933494e-06,0.99999,9.300476e-08,1.727689e-06
120,4.3794685e-07,8.2280096e-08,1.1598109e-05,3.824187e-06,9.179792e-05,0.9998802,7.0328014e-07,1.1310342e-05
121,2.1186883e-05,1.0625166e-05,0.0008190824,0.00011166413,0.1774095,0.82124394,2.7551465e-05,0.0003563599
122,4.0994766e-07,1.2689836e-06,0.00010252471,2.6125829e-06,0.9993717,0.0005186188,3.611426e-07,2.4702717e-06
123,1.2372348e-09,1.0944333e-08,1.1404785e-06,8.120692e-09,0.99999845,3.0095515e-07,1.7681806e-10,5.8728027e-09
124,1.4101081e-10,2.0987412e-09,3.0007365e-07,9.994879e-10,0.99999964,1.7262234e-08,7.456768e-12,3.2503875e-10
125,6.406177e-10,1.08655245e-08,1.4058676e-06,4.9074624e-09,0.99999845,7.7503586e-08,5.888645e-11,8.8284163e-10
126,3.3947975e-10,5.1616715e-09,7.726966e-07,2.630959e-09,0.99999917,1.2582495e-07,5.222042e-11,9.50061e-10
127,1.3807203e-10,3.2387788e-09,5.3293695e-07,1.2400073e-09,0.9999995,2.6129777e-08,1.235789e-11,2.2399037e-10
128,4.6111205e-11,1.2281631e-09,2.1434911e-07,4.472127e-10,0.99999976,8.388571e-09,2.986529e-12,8.893543e-11
129,1.4995208e-11,4.5933216e-10,9.101493e-08,1.47058e-10,0.9999999,2.3478042e-09,6.253506e-13,2.8556057e-11
130,2.7337398e-11,8.06816e-10,1.53419e-07,2.4776609e-10,0.9999999,4.3388386e-09,1.3513332e-12,4.012865e-11
131,6.450984e-12,2.2202366e-10,5.2230206e-08,5.6755316e-11,1.0,8.553659e-10,1.844321e-13,9.533591e-12
132,1.8325085e-12,7.9069605e-11,2.1804997e-08,1.6503228e-11,1.0,2.3428284e-10,3.6364104e-14,2.7571196e-12
133,1.197786e-12,4.975684e-11,1.5392176e-08,9.127552e-12,1.0,1.3939755e-10,1.839156e-14,1.5200928e-12
134,1.1060118e-13,5.283862e-12,2.5047078e-09,9.356128e-13,1.0,1.7825874e-11,1.1517791e-15,5.451607e-13
135,1.3039618e-08,3.8142673e-08,5.1717793e-06,8.316409e-08,0.9999064,8.822089e-05,9.944305e-09,1.3046802e-07
136,3.2905706e-11,5.0845766e-10,1.1003254e-07,2.1229572e-10,0.9999999,8.300034e-09,1.7663712e-12,9.772529e-11
137,2.2247763e-14,1.2007161e-12,8.941924e-10,2.0508085e-13,1.0,4.5013394e-12,1.751863e-16,1.7157025e-13
138,9.6969274e-14,4.0995094e-12,2.4328701e-09,7.7072176e-13,1.0,2.0694436e-11,1.1625276e-15,4.7462143e-13
139,1.3998927e-10,1.1593776e-09,2.0677801e-07,1.1351676e-09,0.99999964,1.3485517e-07,2.3798933e-11,1.7076186e-09
140,2.6346034e-10,2.7754776e-09,5.250567e-07,1.8573602e-09,0.99999917,2.9573957e-07,6.186514e-11,1.390019e-09
141,9.29422e-11,1.0354743e-09,1.9205518e-07,6.405476e-10,0.99999964,7.7375326e-08,1.32557056e-11,6.211172e-10
142,4.0461246e-13,2.1237501e-11,7.615669e-09,3.586345e-12,1.0,6.274265e-11,6.4107663e-15,9.501509e-13
143,4.4985825e-13,3.1066146e-11,1.0439987e-08,4.9055256e-12,1.0,5.8963306e-11,7.780172e-15,8.43214e-13
144,1.7131986e-12,1.4703026e-10,2.9764076e-08,2.4640397e-11,1.0,1.8077373e-10,4.1752846e-14,2.8048518e-12
145,2.581733e-08,1.7605832e-07,9.688432e-06,9.15468e-08,0.9999825,7.584193e-06,2.659603e-09,1.1795442e-08
146,9.803369e-08,3.7106153e-07,2.2950764e-05,7.670637e-07,0.99990857,6.7090616e-05,1.6444373e-08,5.7537456e-08
147,5.665169e-06,1.9897502e-06,0.00022983213,2.746666e-05,0.02663642,0.9730926,2.0925095e-06,3.9517054e-06
148,7.6256314e-05,2.1110705e-05,0.004479916,0.0007002186,0.009526705,0.98516953,1.7508954e-05,8.7795215e-06
149,6.0802882e-05,3.40651e-05,0.0025198536,0.00032408524,0.22858898,0.76843435,1.7979795e-05,1.9862626e-05
150,3.2757707e-06,6.4240357e-06,0.0020330173,6.865992e-06,0.9970245,0.0009248578,4.284126e-07,5.5512135e-07
151,3.7514127e-08,2.0065708e-07,1.6355008e-05,2.0436117e-07,0.9999281,5.5132132e-05,1.0332937e-08,5.9176262e-08
152,1.6568016e-05,3.3963766e-05,0.021030933,6.4305474e-05,0.9484566,0.030389348,4.0376976e-06,4.298492e-06
153,1.920947e-05,4.534793e-05,0.07405727,0.00012368035,0.8719113,0.053831294,5.374187e-06,6.568986e-06
154,6.843969e-08,5.554832e-07,0.00024771076,6.0688797e-07,0.9994905,0.00026040178,3.592581e-08,3.3752396e-08
155,5.933458e-09,7.631237e-08,1.5712165e-05,5.1709645e-08,0.999974,1.006605e-05,3.243153e-09,1.1054544e-08
156,2.7658604e-09,4.5781753e-08,8.715643e-06,2.0461712e-08,0.99999,1.2915506e-06,6.987364e-10,2.820251e-09
157,1.2314125e-09,2.5012534e-08,4.9019786e-06,9.984888e-09,0.99999464,4.5896437e-07,2.593746e-10,1.3022642e-09
158,8.617565e-10,2.05307e-08,4.5244956e-06,7.51711e-09,0.99999523,2.5252052e-07,1.5864819e-10,8.27691e-10
159,4.5681544e-12,1.9062726e-10,5.3033794e-08,4.4085735e-11,1.0,7.267681e-10,1.4873678e-13,6.4451174e-12
160,3.1083794e-12,1.1235656e-10,3.059407e-08,2.7750113e-11,1.0,4.717072e-10,7.791269e-14,5.216698e-12
161,3.8246043e-12,1.2449554e-10,3.7529134e-08,3.4467464e-11,1.0,7.763738e-10,1.2439161e-13,7.435566e-12
162,9.621366e-12,2.1458775e-10,5.5541e-08,6.5467035e-11,1.0,1.957575e-09,3.3269435e-13,1.7330071e-11
163,2.6389984e-12,6.207984e-11,2.0396026e-08,1.6443968e-11,1.0,5.256967e-10,5.958343e-14,5.7103953e-12
164,6.883612e-12,1.3874688e-10,3.864518e-08,3.687304e-11,1.0,1.1876282e-09,1.6910629e-13,1.1256779e-11
165,3.0669083e-12,7.843214e-11,2.5489562e-08,2.10399e-11,1.0,6.3316974e-10,7.878496e-14,6.5532094e-12
166,3.9581767e-12,7.272059e-11,2.2457634e-08,1.6409096e-11,1.0,6.199362e-10,6.775954e-14,6.8866193e-12
167,2.91785e-14,1.1144254e-12,9.63107e-10,1.8440853e-13,1.0,6.0723917e-12,1.9827068e-16,9.9775284e-14
168,7.623628e-14,1.5721613e-12,1.4269543e-09,3.8726173e-13,1.0,2.3482676e-11,7.070965e-16,3.4729874e-13
169,1.05827246e-13,2.2752277e-12,2.009697e-09,5.7420214e-13,1.0,3.540781e-11,1.1946766e-15,4.2390082e-13
170,1.3017917e-07,4.75423e-08,1.8601286e-05,1.3036099e-06,0.00012555899,0.99985385,1.9929409e-07,3.1571076e-07
171,1.392154e-07,6.27444e-08,2.2956223e-05,1.6510944e-06,0.0005200265,0.9994541,3.1263363e-07,7.034129e-07
172,6.4248815e-09,8.987998e-10,5.697941e-07,1.3292144e-07,2.5366796e-07,0.99999905,1.2079901e-08,2.3097469e-08
173,4.6943324e-08,1.1401878e-08,2.5164557e-06,8.0764414e-07,2.0787713e-06,0.9999943,8.8034355e-08,1.6058115e-07
174,1.0083765e-05,0.00095258316,0.0004225496,3.239351e-05,0.000110938934,0.99847,8.596511e-07,5.711371e-07
175,6.0444665e-07,1.1622742e-07,4.4934e-05,2.595683e-06,1.10087785e-05,0.99994004,3.3250797e-07,3.7962846e-07
176,2.9561585e-07,5.3563504e-08,1.770382e-05,1.6165334e-06,5.31302e-06,0.9999746,2.278209e-07,3.128767e-07
177,5.9533324e-08,7.96835e-09,1.4478014e-06,7.2778437e-07,6.207534e-07,0.9999968,8.8094545e-08,2.7182583e-07
178,2.4041158e-08,3.3371652e-09,4.0214377e-07,1.2691706e-06,2.6237714e-07,0.99999666,1.5763534e-07,1.292667e-06
179,1.4431166e-07,3.822639e-08,3.0699312e-06,3.1601354e-05,2.5446145e-05,0.99200106,3.2295995e-06,0.007935376
180,4.5693426e-07,1.4021481e-07,7.989999e-06,0.00013007119,0.00023112897,0.4840965,1.4411916e-05,0.5155193
181,2.6860928e-07,7.900677e-08,3.4828267e-06,0.0001124304,0.000111836795,0.12538321,1.0496955e-05,0.87437814
182,5.5325252e-08,1.4196157e-08,4.9728004e-07,2.5158255e-05,4.1724572e-05,0.006941033,2.0646407e-06,0.9929893
183,1.6208162e-08,3.0500154e-09,8.809338e-08,5.862814e-06,2.5313026e-05,0.00052442425,2.8256227e-07,0.99944395
184,7.658703e-08,1.8685483e-08,6.556001e-07,2.7760705e-05,6.122597e-05,0.010085137,2.2548027e-06,0.989823
185,1.21676145e-08,2.1827151e-09,6.0161526e-08,3.6096071e-06,4.2023457e-05,0.00014568231,1.241414e-07,0.9998086
186,1.5693244e-09,2.4294297e-10,7.382321e-09,5.553095e-07,3.4088713e-05,4.7316635e-06,7.962045e-09,0.99996054
187,1.999388e-08,3.6118073e-09,9.126552e-08,9.186456e-06,1.3094606e-05,0.0005942475,4.278065e-07,0.999383
188,5.040896e-09,8.063395e-10,1.6747043e-08,2.6799933e-06,5.2302703e-06,6.2278596e-05,7.203902e-08,0.9999298
189,2.2994396e-08,3.6250047e-09,9.073288e-08,1.1324274e-05,1.0386567e-05,0.0008268445,4.959664e-07,0.9991509
190,1.05092335e-08,1.8842343e-09,4.5878547e-08,5.6203753e-06,8.306194e-06,0.0002755462,2.2025841e-07,0.99971026
191,8.89994e-09,1.4164502e-09,2.8557322e-08,5.666113e-06,4.1242965e-06,0.00017440203,1.7767438e-07,0.99981564
192,3.225462e-08,6.3751107e-09,1.7609575e-07,2.0809415e-05,1.0898047e-05,0.0020508943,1.1439034e-06,0.99791604
193,3.1673377e-08,6.825564e-09,1.8970417e-07,1.63812e-05,1.5262347e-05,0.0015693404,1.033961e-06,0.99839765
194,7.2555713e-09,1.3642882e-09,2.710957e-08,5.486399e-06,3.3766603e-06,0.00016363102,1.8353379e-07,0.9998273
195,4.522498e-08,1.0377915e-08,2.9847237e-07,3.2471253e-05,1.2784237e-05,0.0047046663,1.9875201e-06,0.9952478
196,2.1160847e-07,5.972381e-08,1.9250945e-06,0.00010580021,6.1030514e-05,0.037418734,9.4746165e-06,0.9624028
197,1.45854475e-08,2.8321274e-09,6.109651e-08,1.1330365e-05,4.7881717e-06,0.0004885719,4.7644326e-07,0.9994947
198,4.8625907e-08,1.32535565e-08,3.2255232e-07,4.958363e-05,1.2241189e-05,0.0045206337,3.1258658e-06,0.9954139
199,4.5253024e-08,1.1773947e-08,2.69389e-07,4.344305e-05,1.1037772e-05,0.0032282688,2.5924644e-06,0.99671435
200,1.13135545e-08,2.1752684e-09,4.6550205e-08,7.254406e-06,6.1980554e-06,0.0002972096,2.797635e-07,0.999689
201,3.6776577e-09,6.1687083e-10,1.12501874e-08,2.721706e-06,2.6833022e-06,4.1905034e-05,6.730136e-08,0.99995255
202,4.0147112e-09,6.513621e-10,1.1398389e-08,4.1210974e-06,1.4914826e-06,6.9358866e-05,1.03811274e-07,0.9999248
203,5.4891314e-09,8.6356117e-10,1.5872367e-08,5.3539875e-06,1.8183845e-06,0.00012166773,1.4118098e-07,0.9998709
204,3.4382819e-09,5.643102e-10,1.0151768e-08,4.171321e-06,1.2121907e-06,7.776094e-05,1.0332706e-07,0.9999168
205,3.3568557e-09,5.443144e-10,9.702404e-09,4.3492323e-06,1.0597136e-06,8.291581e-05,1.05911084e-07,0.99991155
206,8.6344905e-09,1.6032268e-09,3.295657e-08,8.186039e-06,2.8163915e-06,0.00028627765,2.9019395e-07,0.9997024
207,3.4435228e-08,8.987902e-09,2.4539148e-07,3.7364247e-05,8.575201e-06,0.004470026,2.234804e-06,0.9954815
