Num,Filename,Kor
75,NIA_SL_SEN0482_REAL01_F.mp4,카드 또 다르다 없다
77,NIA_SL_SEN0897_REAL01_F.mp4,에어컨
78,NIA_SL_SEN1219_REAL01_F.mp4,스타벅스 곳 저기 전 저기
79,NIA_SL_SEN1758_REAL01_F.mp4,경찰 저기 곳 다음 도착 내리다
80,NIA_SL_SEN1944_REAL01_F.mp4,카드 가능
82,NIA_SL_SEN1437_REAL01_F.mp4,이화여대 가다 목적 길 방법
83,NIA_SL_SEN0573_REAL01_F.mp4,나사렛 내리다
84,NIA_SL_SEN0161_REAL01_F.mp4,도착 알려주다
85,NIA_SL_SEN0961_REAL01_F.mp4,청음회관 곳
87,NIA_SL_SEN1772_REAL01_F.mp4,맞다
88,NIA_SL_SEN0493_REAL01_F.mp4,카드 단말기터치 다시
89,NIA_SL_SEN0969_REAL01_F.mp4,춥다 끄다
90,NIA_SL_SEN0785_REAL01_F.mp4,여기 차내리다 맞다
92,NIA_SL_SEN0744_REAL01_F.mp4,기차 곳 차내리다 맞다
93,NIA_SL_SEN0430_REAL01_F.mp4,여기 내리다 맞다
94,NIA_SL_SEN0370_REAL01_F.mp4,도착 10분
95,NIA_SL_SEN1002_REAL01_F.mp4,약 곳 무엇
97,NIA_SL_SEN1147_REAL01_F.mp4,카드 사용 안되다 고장
98,NIA_SL_SEN0195_REAL01_F.mp4,모르다
99,NIA_SL_SEN0768_REAL01_F.mp4,건너다 차내리다 오케이
100,NIA_SL_SEN0118_REAL01_F.mp4,신분당 곳 무엇
102,NIA_SL_SEN0043_REAL01_F.mp4,밤 12시 후 돈 추가
103,NIA_SL_SEN1190_REAL01_F.mp4,버스 전 곳 저기 내리다
104,NIA_SL_SEN0462_REAL01_F.mp4,물품보관 안되다
105,NIA_SL_SEN1519_REAL01_F.mp4,버스 곳 저기 다음 도착 차내리다
107,NIA_SL_SEN0686_REAL01_F.mp4,샛길 도착
108,NIA_SL_SEN0093_REAL01_F.mp4,도착 곳 국립박물관
109,NIA_SL_SEN0113_REAL01_F.mp4,타다
110,NIA_SL_SEN1134_REAL01_F.mp4,자판기 고장 죽다
112,NIA_SL_SEN1631_REAL01_F.mp4,지하철 곳 다음 내리다
113,NIA_SL_SEN1468_REAL01_F.mp4,터널 다음 도착 차내리다
114,NIA_SL_SEN1655_REAL01_F.mp4,병원 다음 내리다
115,NIA_SL_SEN1428_REAL01_F.mp4,이화여대 길 목적 무엇 방법
117,NIA_SL_SEN1126_REAL01_F.mp4,물품보관 잘 안되다 죽다
118,NIA_SL_SEN0853_REAL01_F.mp4,나사렛 차내리다 오케이
119,NIA_SL_SEN0101_REAL01_F.mp4,지하철 곳 번호 1
120,NIA_SL_SEN0114_REAL01_F.mp4,타다
122,NIA_SL_SEN1356_REAL01_F.mp4,서울대학교 가다 원하다 길 가다 방법
123,NIA_SL_SEN1044_REAL01_F.mp4,안내소 뼈곳
124,NIA_SL_SEN1234_REAL01_F.mp4,택시 전 저기 곳
125,NIA_SL_SEN1886_REAL01_F.mp4,지갑 사라지다 실종
127,NIA_SL_SEN1800_REAL01_F.mp4,열쇠 실종 잃어버리다
128,NIA_SL_SEN0805_REAL01_F.mp4,기차 곳 차내리다 맞다
129,NIA_SL_SEN1974_REAL01_F.mp4,노트북 찾다 실종
130,NIA_SL_SEN0748_REAL01_F.mp4,기차 곳 차내리다 맞다
132,NIA_SL_SEN0804_REAL01_F.mp4,기차 곳 내리다 맞다
133,NIA_SL_SEN0406_REAL01_F.mp4,택시 문자보내다 맞다
134,NIA_SL_SEN0061_REAL01_F.mp4,돈 계산 잘못하다
135,NIA_SL_SEN1570_REAL01_F.mp4,보건소 곳 다음 여기
137,NIA_SL_SEN1945_REAL01_F.mp4,카드
138,NIA_SL_SEN0398_REAL01_F.mp4,도착 곳 알려주다
139,NIA_SL_SEN1541_REAL01_F.mp4,대로 다음 내리다
140,NIA_SL_SEN0367_REAL01_F.mp4,1호 맞다
142,NIA_SL_SEN0848_REAL01_F.mp4,나사렛 오케이
143,NIA_SL_SEN1889_REAL01_F.mp4,안경 찾다 실종
144,NIA_SL_SEN1482_REAL01_F.mp4,군청 곳 다음 내리다
145,NIA_SL_SEN0030_REAL01_F.mp4,항상
147,NIA_SL_SEN1254_REAL01_F.mp4,맥도날드 보다 다음 곳 차내리다
148,NIA_SL_SEN1696_REAL01_F.mp4,사거리 다음 도착 내리다
149,NIA_SL_SEN0976_REAL01_F.mp4,따뜻하다 끄다
150,NIA_SL_SEN0579_REAL01_F.mp4,나사렛 곳
152,NIA_SL_SEN0045_REAL01_F.mp4,고속 돈주다
153,NIA_SL_SEN0259_REAL01_F.mp4,계산 남다 돈받다
154,NIA_SL_SEN1594_REAL01_F.mp4,경찰 저기 곳 다음 차내리다
155,NIA_SL_SEN1108_REAL01_F.mp4,난방 불량 사용 불가능
157,NIA_SL_SEN1733_REAL01_F.mp4,언덕 저기 곳 다음 내리다
158,NIA_SL_SEN0415_REAL01_F.mp4,명동 가다
159,NIA_SL_SEN0004_REAL01_F.mp4,오른쪽
160,NIA_SL_SEN1008_REAL01_F.mp4,은행 길 곳
162,NIA_SL_SEN1765_REAL01_F.mp4,편지 저기 곳 다음 차내리다
163,NIA_SL_SEN1668_REAL01_F.mp4,샛길 저기 다음 도착 내리다
164,NIA_SL_SEN0188_REAL01_F.mp4,괜찮다
165,NIA_SL_SEN1039_REAL01_F.mp4,안내소 무엇
167,NIA_SL_SEN0826_REAL01_F.mp4,건너다 오케이
168,NIA_SL_SEN0809_REAL01_F.mp4,기차 곳 차내리다 맞다
169,NIA_SL_SEN0910_REAL01_F.mp4,에어컨 켜다
170,NIA_SL_SEN1404_REAL01_F.mp4,영등포 길 찾다 방법 무엇
172,NIA_SL_SEN1907_REAL01_F.mp4,유턴 맞다
173,NIA_SL_SEN0582_REAL01_F.mp4,응급실 가다
174,NIA_SL_SEN1513_REAL01_F.mp4,버스 곳 다음 내리다
175,NIA_SL_SEN1748_REAL01_F.mp4,은행 저기 곳 다음 도착 내리다
177,NIA_SL_SEN0507_REAL01_F.mp4,유리 올리다
178,NIA_SL_SEN1352_REAL01_F.mp4,서울대학교 찾다 목적 길 가다 방법
179,NIA_SL_SEN0219_REAL01_F.mp4,사거리 우회전
180,NIA_SL_SEN0920_REAL01_F.mp4,난방 켜다
182,NIA_SL_SEN0528_REAL01_F.mp4,영수증
183,NIA_SL_SEN1803_REAL01_F.mp4,우산 실종
184,NIA_SL_SEN0242_REAL01_F.mp4,지하철 계단 곳 12
185,NIA_SL_SEN1490_REAL01_F.mp4,군청 곳 다음 여기
187,NIA_SL_SEN1123_REAL01_F.mp4,물품보관 불량 죽다
188,NIA_SL_SEN1981_REAL01_F.mp4,빨리 접근 가능
189,NIA_SL_SEN0179_REAL01_F.mp4,한달 누적사용 내역 보다 원하다
190,NIA_SL_SEN1499_REAL01_F.mp4,병원 저기 다음 도착 차내리다
192,NIA_SL_SEN0029_REAL01_F.mp4,항상
193,NIA_SL_SEN1727_REAL01_F.mp4,보건소 곳 다음 도착 내리다
194,NIA_SL_SEN0554_REAL01_F.mp4,우회전 확인 맞다
195,NIA_SL_SEN1984_REAL01_F.mp4,접근 도착 가능
197,NIA_SL_SEN1849_REAL01_F.mp4,좌회전 맞다
198,NIA_SL_SEN1301_REAL01_F.mp4,이마트 다음 곳 내리다
199,NIA_SL_SEN0634_REAL01_F.mp4,명동 내리다
200,NIA_SL_SEN1152_REAL01_F.mp4,카드 불량 잘 안되다
202,NIA_SL_SEN1155_REAL01_F.mp4,카드 불량 사용 안되다
203,NIA_SL_SEN0739_REAL01_F.mp4,기차 곳 맞다
204,NIA_SL_SEN0713_REAL01_F.mp4,아파트 저기
205,NIA_SL_SEN1385_REAL01_F.mp4,여의도 길 방법
207,NIA_SL_SEN0249_REAL01_F.mp4,8호 곳곳
208,NIA_SL_SEN1737_REAL01_F.mp4,언덕 저기 곳 다음 도착 내리다
209,NIA_SL_SEN1354_REAL01_F.mp4,서울대학교 목적 가다 길 무엇
210,NIA_SL_SEN0983_REAL01_F.mp4,청음회관
212,NIA_SL_SEN0618_REAL01_F.mp4,고속터미널 가다 내리다
213,NIA_SL_SEN1114_REAL01_F.mp4,엘리베이터 고장 사용 불가능
214,NIA_SL_SEN0515_REAL01_F.mp4,에어컨 끄다
215,NIA_SL_SEN1237_REAL01_F.mp4,택시 전 저기 도착 차내리다
217,NIA_SL_SEN1522_REAL01_F.mp4,119 곳 다음 내리다
218,NIA_SL_SEN1160_REAL01_F.mp4,에어컨 고장 안되다
219,NIA_SL_SEN0117_REAL01_F.mp4,신분당 곳
220,NIA_SL_SEN0909_REAL01_F.mp4,에어컨 켜다
222,NIA_SL_SEN1531_REAL01_F.mp4,사거리 다음 내리다
223,NIA_SL_SEN0191_REAL01_F.mp4,충분하다
224,NIA_SL_SEN0670_REAL01_F.mp4,지름길 가다 차내리다
225,NIA_SL_SEN1200_REAL01_F.mp4,버스 곳 전 보다 차내리다
227,NIA_SL_SEN0867_REAL01_F.mp4,한국농아인협회 차내리다
228,NIA_SL_SEN1357_REAL01_F.mp4,서울대학교 찾다 가다 길 가다 방법
229,NIA_SL_SEN1227_REAL01_F.mp4,택시 전 곳 도착 차내리다
230,NIA_SL_SEN1196_REAL01_F.mp4,버스 곳 전 보다 내리다
232,NIA_SL_SEN1760_REAL01_F.mp4,경찰 저기 곳 다음 도착 차내리다
233,NIA_SL_SEN1960_REAL01_F.mp4,시계 잃어버리다 실종
234,NIA_SL_SEN1667_REAL01_F.mp4,샛길 저기 다음 도착 내리다
235,NIA_SL_SEN1065_REAL01_F.mp4,자판기 안되다 죽다
237,NIA_SL_SEN1117_REAL01_F.mp4,물품보관 불량
238,NIA_SL_SEN1842_REAL01_F.mp4,좌회전 맞다
239,NIA_SL_SEN0292_REAL01_F.mp4,지하철 철로 물건 떨어지다
240,NIA_SL_SEN1783_REAL01_F.mp4,가방 잃어버리다 실종
242,NIA_SL_SEN1678_REAL01_F.mp4,버스 곳 저기 다음 도착 내리다
243,NIA_SL_SEN0957_REAL01_F.mp4,청음회관 차내리다
244,NIA_SL_SEN1422_REAL01_F.mp4,이화여대 찾다 목적 방법
245,NIA_SL_SEN0781_REAL01_F.mp4,여기 맞다
247,NIA_SL_SEN1136_REAL01_F.mp4,자판기 잘 안되다 죽다
248,NIA_SL_SEN1189_REAL01_F.mp4,버스 전 곳 저기 내리다
249,NIA_SL_SEN0388_REAL01_F.mp4,엘리베이터 안내하다 도움받다
250,NIA_SL_SEN1829_REAL01_F.mp4,우회전 확인 맞다
252,NIA_SL_SEN1879_REAL01_F.mp4,아이 실종
253,NIA_SL_SEN1078_REAL01_F.mp4,단말기터치 사용 불가능 고장
254,NIA_SL_SEN0389_REAL01_F.mp4,엘리베이터 안내하다 도와주다
255,NIA_SL_SEN1221_REAL01_F.mp4,스타벅스 전 곳 내리다
257,NIA_SL_SEN0676_REAL01_F.mp4,학교 안 도착
258,NIA_SL_SEN1609_REAL01_F.mp4,편지 저기 곳 다음 도착 차내리다
259,NIA_SL_SEN0352_REAL01_F.mp4,시간 지연되다 몇분
260,NIA_SL_SEN0688_REAL01_F.mp4,샛길 가다
262,NIA_SL_SEN0974_REAL01_F.mp4,난방 끄다
263,NIA_SL_SEN0129_REAL01_F.mp4,시간 지연되다 5분
264,NIA_SL_SEN1070_REAL01_F.mp4,공기청정기 안되다 불량
265,NIA_SL_SEN0981_REAL01_F.mp4,따뜻하다 끄다
267,NIA_SL_SEN1851_REAL01_F.mp4,좌회전 맞다
268,NIA_SL_SEN1917_REAL01_F.mp4,차밀리다 기다리다
269,NIA_SL_SEN0175_REAL01_F.mp4,여기 있다
270,NIA_SL_SEN0753_REAL01_F.mp4,버스 곳 차내리다 맞다
272,NIA_SL_SEN1096_REAL01_F.mp4,카드 고장 사용 안되다
273,NIA_SL_SEN0090_REAL01_F.mp4,도착 곳 명동 지하철
274,NIA_SL_SEN1505_REAL01_F.mp4,샛길 다음 차내리다
275,NIA_SL_SEN0123_REAL01_F.mp4,9호 갈아타다 목적
277,NIA_SL_SEN1809_REAL01_F.mp4,지갑 잃어버리다
278,NIA_SL_SEN1903_REAL01_F.mp4,카드 실종
279,NIA_SL_SEN0346_REAL01_F.mp4,지하철 안 에어컨 냄새
280,NIA_SL_SEN0271_REAL01_F.mp4,학교 주차 되다
282,NIA_SL_SEN0435_REAL01_F.mp4,신호등 전 내리다
283,NIA_SL_SEN0907_REAL01_F.mp4,에어컨
284,NIA_SL_SEN0008_REAL01_F.mp4,저기
285,NIA_SL_SEN0353_REAL01_F.mp4,지하철 문 여기 번호
287,NIA_SL_SEN0349_REAL01_F.mp4,핸드폰 잃어버리다 찾다
288,NIA_SL_SEN0652_REAL01_F.mp4,공항 내리다 가다
289,NIA_SL_SEN1118_REAL01_F.mp4,물품보관 고장
290,NIA_SL_SEN1515_REAL01_F.mp4,버스 곳 다음 차내리다
292,NIA_SL_SEN0723_REAL01_F.mp4,나사렛 전 곳
293,NIA_SL_SEN1091_REAL01_F.mp4,카드 사용 불가능 안되다
294,NIA_SL_SEN1289_REAL01_F.mp4,이마트 곳 저기 다음 내리다
295,NIA_SL_SEN0456_REAL01_F.mp4,화장실 무엇 곳
297,NIA_SL_SEN0143_REAL01_F.mp4,버스 곳 가깝다
298,NIA_SL_SEN1998_REAL01_F.mp4,보청기 찾다 실종
299,NIA_SL_SEN1724_REAL01_F.mp4,보건소 곳 다음 차내리다
300,NIA_SL_SEN1982_REAL01_F.mp4,빨리 접근 되다
302,NIA_SL_SEN1291_REAL01_F.mp4,이마트 곳 저기 다음 차내리다
303,NIA_SL_SEN0692_REAL01_F.mp4,아파트 저기
304,NIA_SL_SEN0296_REAL01_F.mp4,지하철 문 틈 이어폰 떨어지다
305,NIA_SL_SEN0091_REAL01_F.mp4,하나 다음 도착
307,NIA_SL_SEN1835_REAL01_F.mp4,우회전 맞다
308,NIA_SL_SEN1666_REAL01_F.mp4,샛길 저기 다음 곳
309,NIA_SL_SEN1355_REAL01_F.mp4,서울대학교 곳 가다 길 가다 방법
310,NIA_SL_SEN0048_REAL01_F.mp4,택시 돈 되다
312,NIA_SL_SEN0385_REAL01_F.mp4,지하철 곳 안내하다
313,NIA_SL_SEN0103_REAL01_F.mp4,지하철 곳 12
314,NIA_SL_SEN1827_REAL01_F.mp4,우회전 맞다
315,NIA_SL_SEN0319_REAL01_F.mp4,약수 지하철 3호 갈아타다
317,NIA_SL_SEN0464_REAL01_F.mp4,물품보관 사용 안되다
318,NIA_SL_SEN0745_REAL01_F.mp4,기차 곳 내리다 맞다
319,NIA_SL_SEN0322_REAL01_F.mp4,물건 잃어버리다
320,NIA_SL_SEN1440_REAL01_F.mp4,이화여대 길 목적 길 무엇
322,NIA_SL_SEN0151_REAL01_F.mp4,짐 차 트렁크열다 나르다
323,NIA_SL_SEN1216_REAL01_F.mp4,스타벅스 곳 저기 전 도착 차내리다
324,NIA_SL_SEN0186_REAL01_F.mp4,발생하다
325,NIA_SL_SEN0716_REAL01_F.mp4,아파트 안 곳
327,NIA_SL_SEN0568_REAL01_F.mp4,카드 되다
328,NIA_SL_SEN1654_REAL01_F.mp4,병원 다음 차내리다
329,NIA_SL_SEN1553_REAL01_F.mp4,육교 곳 다음 차내리다
330,NIA_SL_SEN1717_REAL01_F.mp4,육교 곳 다음 도착 내리다
332,NIA_SL_SEN1536_REAL01_F.mp4,사거리 다음 도착 내리다
333,NIA_SL_SEN1632_REAL01_F.mp4,지하철 곳 다음 내리다
334,NIA_SL_SEN1408_REAL01_F.mp4,영등포 길 찾다 무엇 방법
335,NIA_SL_SEN1338_REAL01_F.mp4,3 곳 길 무엇
337,NIA_SL_SEN0760_REAL01_F.mp4,건너다 내리다
338,NIA_SL_SEN0062_REAL01_F.mp4,돈 계산 틀리다
339,NIA_SL_SEN0792_REAL01_F.mp4,지금 맞다
340,NIA_SL_SEN0637_REAL01_F.mp4,명동 도착
342,NIA_SL_SEN1432_REAL01_F.mp4,이화여대 길 목적 곳 방법
343,NIA_SL_SEN0146_REAL01_F.mp4,없다
344,NIA_SL_SEN0807_REAL01_F.mp4,기차 곳 내리다 맞다
345,NIA_SL_SEN1393_REAL01_F.mp4,여의도 가다 무엇
347,NIA_SL_SEN0663_REAL01_F.mp4,지름길 차내리다 가다
348,NIA_SL_SEN0559_REAL01_F.mp4,우회전 맞다
349,NIA_SL_SEN1371_REAL01_F.mp4,송파 지하철 길 무엇 방법
350,NIA_SL_SEN0710_REAL01_F.mp4,샛길 곳
352,NIA_SL_SEN0197_REAL01_F.mp4,필요
353,NIA_SL_SEN0298_REAL01_F.mp4,잠깐 기다리다
354,NIA_SL_SEN1870_REAL01_F.mp4,가방 없다 잃어버리다
355,NIA_SL_SEN0086_REAL01_F.mp4,여기 기차 되다
357,NIA_SL_SEN0620_REAL01_F.mp4,고속터미널 가다 차내리다
358,NIA_SL_SEN0818_REAL01_F.mp4,버스 곳 내리다 맞다
359,NIA_SL_SEN1777_REAL01_F.mp4,가방 잃어버리다
360,NIA_SL_SEN0079_REAL01_F.mp4,여기 서울 지하철
362,NIA_SL_SEN0215_REAL01_F.mp4,학교 보다 차내리다
363,NIA_SL_SEN0712_REAL01_F.mp4,샛길 여기 가다
364,NIA_SL_SEN1909_REAL01_F.mp4,유턴 맞다
365,NIA_SL_SEN1596_REAL01_F.mp4,경찰 저기 곳 다음
367,NIA_SL_SEN0929_REAL01_F.mp4,한국농아인협회 도착
368,NIA_SL_SEN0229_REAL01_F.mp4,좌회전 차내리다
369,NIA_SL_SEN0640_REAL01_F.mp4,명동 가다
370,NIA_SL_SEN1589_REAL01_F.mp4,은행 저기 곳 다음 도착 차내리다
372,NIA_SL_SEN0585_REAL01_F.mp4,응급실 차내리다
373,NIA_SL_SEN1640_REAL01_F.mp4,지하철 곳 다음 여기
374,NIA_SL_SEN0519_REAL01_F.mp4,학교 저기 곳
375,NIA_SL_SEN1296_REAL01_F.mp4,이마트 곳 저기 다음 도착 차내리다
377,NIA_SL_SEN1252_REAL01_F.mp4,맥도날드 보다 다음 곳 내리다
378,NIA_SL_SEN1369_REAL01_F.mp4,송파 지하철 찾다 방법 무엇
379,NIA_SL_SEN0010_REAL01_F.mp4,운전 천천히
380,NIA_SL_SEN0496_REAL01_F.mp4,차 트렁크열다
382,NIA_SL_SEN1442_REAL01_F.mp4,종로 찾다 가다 무엇
383,NIA_SL_SEN1278_REAL01_F.mp4,백화점 곳 다음 보다 내리다
384,NIA_SL_SEN0993_REAL01_F.mp4,청음회관 차내리다 오케이
385,NIA_SL_SEN0094_REAL01_F.mp4,도착 곳 국립박물관
387,NIA_SL_SEN1778_REAL01_F.mp4,가방 없다 잃어버리다
388,NIA_SL_SEN1976_REAL01_F.mp4,불편하다
389,NIA_SL_SEN0860_REAL01_F.mp4,차 엉덩이 트렁크열다
390,NIA_SL_SEN0950_REAL01_F.mp4,서대문농아인복지관 목적
392,NIA_SL_SEN1163_REAL01_F.mp4,에어컨 고장 잘 안되다
393,NIA_SL_SEN1054_REAL01_F.mp4,물품보관 고장 죽다
394,NIA_SL_SEN0835_REAL01_F.mp4,시청 차내리다
395,NIA_SL_SEN0173_REAL01_F.mp4,잠깐 기다리다
397,NIA_SL_SEN0916_REAL01_F.mp4,난방
398,NIA_SL_SEN0088_REAL01_F.mp4,택시 여기 되다
399,NIA_SL_SEN1928_REAL01_F.mp4,돈
400,NIA_SL_SEN1156_REAL01_F.mp4,카드 고장 사용 안되다
402,NIA_SL_SEN0096_REAL01_F.mp4,지하철 빨리 오다오다
403,NIA_SL_SEN0715_REAL01_F.mp4,아파트 저기 곳
404,NIA_SL_SEN0870_REAL01_F.mp4,한국농아인협회 내리다 오케이
405,NIA_SL_SEN1488_REAL01_F.mp4,군청 곳 다음 도착 차내리다
407,NIA_SL_SEN0075_REAL01_F.mp4,여기 명동 지하철
408,NIA_SL_SEN1255_REAL01_F.mp4,맥도날드 보다 곳 다음 도착 내리다
409,NIA_SL_SEN1462_REAL01_F.mp4,터널 다음 내리다
410,NIA_SL_SEN0047_REAL01_F.mp4,택시 돈 되다
412,NIA_SL_SEN0806_REAL01_F.mp4,기차 곳 차내리다 맞다
413,NIA_SL_SEN0965_REAL01_F.mp4,천안아산역 내리다
414,NIA_SL_SEN1965_REAL01_F.mp4,반지 없다 실종
415,NIA_SL_SEN0131_REAL01_F.mp4,도착 아직
417,NIA_SL_SEN0212_REAL01_F.mp4,차내리다 곳곳
418,NIA_SL_SEN0494_REAL01_F.mp4,카드 단말기터치 다시 해보다
419,NIA_SL_SEN0335_REAL01_F.mp4,분당 첫차 시간
420,NIA_SL_SEN0576_REAL01_F.mp4,나사렛 차내리다
422,NIA_SL_SEN0156_REAL01_F.mp4,설명 다시
423,NIA_SL_SEN1288_REAL01_F.mp4,이마트 저기 곳 다음 저기
424,NIA_SL_SEN0562_REAL01_F.mp4,유턴 맞다
425,NIA_SL_SEN1638_REAL01_F.mp4,지하철 곳 다음 도착 차내리다
427,NIA_SL_SEN1142_REAL01_F.mp4,단말기터치 사용 불가능
428,NIA_SL_SEN0027_REAL01_F.mp4,위험
429,NIA_SL_SEN0624_REAL01_F.mp4,지름길 차내리다 가다
430,NIA_SL_SEN1350_REAL01_F.mp4,서울대학교 길 목적 길 가다 방법
432,NIA_SL_SEN1602_REAL01_F.mp4,편지 저기 곳 다음 내리다
433,NIA_SL_SEN1985_REAL01_F.mp4,접근 도착 되다
434,NIA_SL_SEN1133_REAL01_F.mp4,자판기 불량 죽다
435,NIA_SL_SEN1919_REAL01_F.mp4,차밀리다 심하다
437,NIA_SL_SEN0041_REAL01_F.mp4,돈 얼마 맞다 확인
438,NIA_SL_SEN1194_REAL01_F.mp4,버스 전 곳 저기 도착 내리다
439,NIA_SL_SEN0533_REAL01_F.mp4,영수증 받다
440,NIA_SL_SEN1552_REAL01_F.mp4,육교 곳 다음 내리다
442,NIA_SL_SEN1474_REAL01_F.mp4,지하철 곳 다음 차내리다
443,NIA_SL_SEN0674_REAL01_F.mp4,나사렛 차내리다 가다
444,NIA_SL_SEN1399_REAL01_F.mp4,여의도 길 방법
445,NIA_SL_SEN0393_REAL01_F.mp4,도착 알려받다
447,NIA_SL_SEN1935_REAL01_F.mp4,돈
448,NIA_SL_SEN0484_REAL01_F.mp4,카드 다르다 교환하다
449,NIA_SL_SEN1446_REAL01_F.mp4,종로 목적 가다 방법
450,NIA_SL_SEN0882_REAL01_F.mp4,서울농아인협회 차내리다 오케이
452,NIA_SL_SEN0180_REAL01_F.mp4,한달 누적사용 내역 보여주다
453,NIA_SL_SEN1149_REAL01_F.mp4,카드 불량 안되다
454,NIA_SL_SEN1157_REAL01_F.mp4,에어컨 사용 안되다 고장
455,NIA_SL_SEN0786_REAL01_F.mp4,여기 차내리다 맞다
457,NIA_SL_SEN0586_REAL01_F.mp4,응급실 차내리다
458,NIA_SL_SEN1920_REAL01_F.mp4,차밀리다 괜찮다
459,NIA_SL_SEN0740_REAL01_F.mp4,기차 곳 맞다
460,NIA_SL_SEN1698_REAL01_F.mp4,사거리 다음 도착 차내리다
462,NIA_SL_SEN0110_REAL01_F.mp4,가능
463,NIA_SL_SEN1223_REAL01_F.mp4,스타벅스 전 곳 차내리다
